edition_key,publish_date,publish_year,publisher,publish_place,publish_country,series
OL8276771M,June 1991,1991,Buccaneer Books,,,
OL21920251M,1999,1999,Bloomsbury,London,enk,
OL7866886M,"July 28, 1988",1988,Severn House Publishers Ltd,,,
OL23273991M,1998,1998,Ballantine Pub. Group,New York,nyu,
OL10684301M,"March 12, 1984",1984,Del Rey,,,
OL28562969M,"Jan 01, 2020",2020,Uroboros,"Warszawa, Poland",,
OL32388174M,1. Juni 2020,2020,Audible Studios,,,"Crescent City, Book 1"
OL32388173M,"June 1, 2020",2020,Audible Studios,,,"Crescent City, Book 1"
OL32388170M,"December 1, 2021",2021,Bloomsbury,"London, UK",,"Crescent City, Book 1"
OL27924119M,2020,2020,Bloomsbury Publishing,"New York City, USA",,"Crescent City, Book 1"
OL52553172M,2024,2024,"Little, Brown Book Group Limited",,,
OL10239236M,"May 11, 1990",1990,Harlequin Mills & Boon,,,
OL21376214M,1992,1992,Harlequin Holland,,nl ,
OL10807106M,May 1993,1993,Ulverscroft Large Print,,,
OL10807106M,May 1993,1993,Magna Large Print Books,,,
OL58114645M,"Jun 11, 2010",2010,Bragelonne,,,"La Confrérie de la dague noire, T1"
OL58114645M,"Jun 11, 2010",2010,Milady,,,"La Confrérie de la dague noire, T1"
OL33428668M,2011,2011,"Little, Brown Book Group Limited",,,
OL26209899M,2005,2005,Penguin,,,
OL3475143M,2005,2005,New American Library,New York,nyu,"Black Dagger Brotherhood, 1"
OL24604795M,September 6th 2005 ,2005,Signet Eclipse,,,
OL24265453M,2008,2008,"Penguin Group USA, Inc.",New York,nyu,
OL10239435M,May 1992,1992,John Curley & Assoc,,,
OL10691657M,"April 1, 1989",1989,Harlequin Books,Toronto,onc,"Harlequin Romance, No 2982"
OL10691657M,"April 1, 1989",1989,Harlequin,Toronto,onc,"Harlequin Romance, No 2982"
OL21376202M,1988,1988,Harlequin Holland,Amsterdam,ne ,
OL10738070M,1980,1980,Harlequin Books,,,
OL9827465M,1980,1980,Harlequin Books,,,
OL43581194M,2017,2017,ISIS,,,
OL57743660M,2025,2025,"Simon & Schuster, Limited",,,
OL35499270M,2015,2015,"Simon & Schuster, Limited",,,
OL27198876M,"November 10, 2015",2015,Atria Paperback,"New York City, USA",nyu,
OL27198876M,"November 10, 2015",2015,Atria Books,"New York City, USA",nyu,
OL56900534M,2024,2024,Editorial Planeta Mexicana,,,"Twisted, 3"
OL38183720M,2022,2022,Ana Huang,,,
OL49950513M,2019,2019,Niezwykłe,Oświęcim,,
OL43363112M, 2016,2016,W.W. Norton,,,
OL48903613M,2023,2023,Penguin Publishing Group,,,
OL39272166M,2022,2022,"Little, Brown Book Group Limited",,,
OL43363137M, 2016,2016,W.W. Norton,,,
OL43363126M, 2016,2016,W.W. Norton,,,
OL40234444M,21 October 2016,2016,New York Times,,,
OL39203166M,"Jun 29, 2022",2022,Crossbooks,,,
OL31924968M,"Sep 12, 2017",2017,Audible Studios on Brilliance Audio,,,
OL31924968M,"Sep 12, 2017",2017,Audible Studios on Brilliance,,,
OL60364625M,2024-07-23,2024,"Simon & Schuster, Limited",,,
OL49294668M,2023,2023,Atria Books,,,
OL49829791M,2016,2016,Atria Paperback,,,
OL49829792M,2016,2016,Atria Paperback,,,
OL49829794M,2016,2016,Atria Paperback,,,
OL49351534M,29 February 2015,2015,Atria books,,,
OL49646684M,2016,2016,Atria Books,,,
OL47323735M,2012,2012,Penguin,,,
OL48596657M,11/07/2023,2023,Athreya,,,
OL48596656M,11/07/2023,2023,Athreya,,,
OL48596654M,11/07/2023,2023,Athreya,,,
OL46849212M,2016,2016,Atria,,,
OL37736394M,"May 04, 2022",2022,Editorial Planeta,,,
OL36214401M,"Nov 10, 2017",2017,dtv Verlagsgesellschaft,München,,
OL35891593M,2018,2018,Galera Record,"Rio de Janeiro, Brazil",,
OL35256642M,March 20th 2018,2018,Uitgeverij Zomer & Keuning,"Utrecht, Netherlands",,
OL35256642M,March 20th 2018,2018,Z&K,"Utrecht, Netherlands",,
OL32956533M,"April 5th, 2018",2018,Hugo Poche,"Paris, France",,New romance (Éd. de poche)
OL38095018M,2022,2022,"Editorial Planeta, S. A.",Barcelona,,Planeta Internacional
OL10273554M,"October 2, 2007",2007,Signet,,,Black Dagger Brotherhood - 1
OL21626261M,1989,1989,Harlequin Española,Madrid,sp ,
OL14979987M,1977,1977,Mills & Boon,London,xxk,
OL26419013M,1980,1980,Harlequin Books,,,
OL26419013M,1980,1980,396 edition (1980),,,
OL1560669M,1992,1992,Chivers Press,"Bath, England",mau,Large print romance
OL1560669M,1992,1992,Chivers Press,"South Yarmouth, Mass., USA",mau,Large print romance
OL1560669M,1992,1992,Curley,"Bath, England",mau,Large print romance
OL1560669M,1992,1992,Curley,"South Yarmouth, Mass., USA",mau,Large print romance
OL60629690M,"June 1, 2017",2017,Z&K,,,
OL36858187M,2022,2022,Cengage Gale,,,
OL36858187M,2022,2022,Thorndike Press Large Print,,,
OL38862658M,"Apr 09, 2019",2019,Simon & Schuster Audio and Blackstone Audio,,,
OL38862658M,"Apr 09, 2019",2019,Simon & Schuster Audio,,,
OL33498539M,2015,2015,"Simon & Schuster, Limited",,,
OL33498539M,2015,2015,Simon & Schuster,,,
OL27824009M,2016,2016,Wydawnictwo Otwarte,"Kraków, Poland",,
OL29273817M,2015,2015,"Simon & Schuster, Limited",,,
OL27440166M,"Oct 04, 2016",2016,Crave LLC,,,
OL21223496M,1970,1970,Mills & Boon,London,xxk,
OL38429115M,2022,2022,"Sourcebooks, Incorporated",,,
OL38429115M,2022,2022,Bloom Books,,,
OL36978097M,2022,2022,Ana Huang,,,
OL42024692M,2016,2016,Penelope Douglas LLC,,,
OL43363129M, 2016,2016,W.W. Norton,,,
OL43363120M, 2016,2016,W.W. Norton,,,
OL32560275M,"Jun 02, 2019",2019,NieZwykle,,,
OL28169596M,"Oct 18, 2016",2016,CreateSpace Independent Publishing Platform,,,
OL60493763M,2016,2016,Atria,,,
OL47328533M,1/2/2022,2022,ccrv,,,
OL49829793M,2016,2016,Atria Paperback,,,
OL49829796M,2016,2016,Atria Paperback,,,
OL49829797M,2016,2016,Atria Paperback,,,
OL49829799M,2016,2016,Atria Paperback,,,
OL40224862M,2017,2017,TopSeller,"New York,USA",,
OL50525389M,2020,2020,Colleen Hoover,,,
OL49230721M,2016,2016,Simon & Shuster,,,
OL48596655M,11/07/2023,2023,Athreya,,,
OL48596653M,11/07/2023,2023,Athreya,,,
OL47323734M,2012,2012,Penguin,,,
OL39816056M,2016,2016,Colleen Hoover,,,
OL35366895M,"Oct 28, 2021",2021,Epsilon Yayinevi,,,
OL32956532M,5 fevereiro 2018,2018,Galera Record,"Rio de Janeiro, Brazil",,
OL17216230M,1988,1988,Mills & Boon,Richmond,xxk,
OL10690923M,1977,1977,Harlequin Romance,,,
OL10690923M,1977,1977,Harlequin,,,
OL10749883M,"March 1, 1985",1985,harlequin,,,
OL21366017M,1980,1980,Mills & Boon,United Kingdom,enk,Atlantic Large Print Books
OL14977002M,1980,1980,Mills and Boon,London,xxk,
OL52982047M,2017-03-10,2017,dtv,,,
OL43407856M,2016-10-01,2016,Ulverscroft,,,
OL38386868M,1979,1979,Harlequin Enterprises ULC,,,
OL38386868M,1979,1979,Harlequin Books,,,
OL24238949M,1973,1973,Harlequin Books,Toronto,onc,
OL61516909M,,,,,,
OL37998217M,2022,2022,"Little, Brown Book Group Limited",,,
OL36978096M,2022,2022,Ana Huang,,,
OL43363145M, 2016,2016,W.W. Norton,,,
OL43363133M, 2016,2016,W.W. Norton,,,
OL43363118M, 2016,2016,W.W. Norton,,,
OL40232570M,2016,2016,dtv,,,
OL44897339M,"Dec 24, 2022",2022,Эксмо,,,
OL49829795M,2016,2016,Atria Paperback,,,
OL49829798M,2016,2016,Atria Paperback,,,
OL46524413M,2017,2017,TOPseler,,,
OL46524413M,2017,2017,TopSeller,,,
OL51108597M,2024,2024,Atria Books,,,
OL42883035M,2016,2016,Simon & Schuster,,,
OL40233705M,2022,2022,Atria Paperback,,,
OL39223386M,"Aug 10, 2022",2022,Thorndike Press,"Waterville, Maine, USA",,Thorndike Press Large Print softcover romance and women's fiction
OL39479218M,"Aug 02, 2016",2016,Atria Paperback,"New York City, USA",,
OL35799667M,"August 2, 2016",2016,Simon & Schuster UK Ltd.,London,,
OL30570882M,1. Januar 2021,2021,Epsilon Yayınevi,İstanbul,,
OL28220059M,"Feb 04, 2020",2020,Simon & Schuster Audio,"New York City, USA",,
OL38055215M,2020,2020,Blue Box Press,,,
OL38052515M,2020,2020,Blue Box Press,,,
OL37427842M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL10739716M,1990,1990,Harlequin Books,,,
OL10239259M,"July 13, 1990",1990,Harlequin Mills & Boon,,,
OL24617972M,1991,1991,Harlequin Books,Toronto,onc,Easyread print Harlequin romance -- 16
OL20583136M,1991,1991,Harlequin Mondadori,Milano,it ,
OL20583210M,1991,1991,Ekdoseis Bianca,Athens,gr ,
OL10691242M,January 1981,1981,Harlequin,,,
OL9745249M,March 1993,1993,MacMillan Publishing Company,,,
OL9750014M,March 1993,1993,MacMillan Publishing Company,,,
OL18879270M,1992,1992,Mills & Boon,Richmond,enk,
OL9744332M,"February 1, 1995",1995,Harlequin,,,"Harlequin Romance, No 3354"
OL29572940M,2010,2010,"Harlequin Enterprises, Limited",,,
OL29127334M,2012,2012,"Harlequin Mills & Boon, Limited",,,
OL10280675M,1988,1988,Mills & Boon,,,
OL9324449M,June 2001,2001,Thorndike Press,,,
OL17389748M,1990,1990,Magna,Long Preston,xxk,
OL18817321M,1999,1999,Mills & Boon,Richmond,enk,Collector's edition -- 65
OL9564707M,1980,1980,Harlequin Books,,,"Harlequin Romance, No. 2322"
OL14976794M,March 1980,1980,Harlequin,,xxk,Harlequin Romance 2322
OL14977575M,1982,1982,Mills & Boon,London,xxk,
OL17434943M,1983,1983,Mills & Boon,London,xxk,Mills & Boon romance
OL28951071M,1998,1998,"Harlequin Mills & Boon, Limited",,,
OL9805839M,"October 1, 1989",1989,Harlequin,,,"Harlequin Presents, No 1216"
OL7421983M,"April 1, 1999",1999,harlequin,,,
OL29264414M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL9754135M,"May 1, 1988",1988,Harlequin,,,"Harlequin Romance Subscription - 15, Mills & Boon Romance - 2791"
OL10738442M,"August 1, 1986",1986,harlequin,,,Harlequin Presents # 916
OL24938967M,1985,1985,Mills & Boon,London,xxk,
OL24975286M,1985,1985,Mills & Boon,London,xxk,
OL29264483M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL22426445M,1987,1987,Mills & Boon,London,xxk,
OL21364996M,1995,1995,Chivers,,enk,
OL36137916M,"Aug 02, 2016",2016,Atria Books,"New York City, USA",,
OL37048559M,"May 25, 2022",2022,위즈덤 하우스,"고양시, Korea",,
OL35292977M,"Feb 29, 2016",2016,Atria Books,"New York City, USA",,
OL34033919M,"August 2, 2016",2016,Simon & Schuster UK Ltd.,London,,
OL29837601M,28 July 2020,2020,Pocket Books,"New York City, USA",,
OL27213498M,"August 2nd, 2016",2016,Simon & Schuster UK Ltd.,London,nyu,Part 1
OL27213498M,"August 2nd, 2016",2016,Simon & Schuster Ltd,London,nyu,Part 1
OL26604553M,"October 10th, 2017",2017,Otwarte,"Kraków, Poland",,It ends with us (tom 1)
OL37330446M,2022,2022,Farshore,,,
OL38466569M,2022,2022,Blue Box Press,,,
OL38047166M,2020,2020,Blue Box Press,,,
OL38045834M,2020,2020,"Evil Eye Concepts, Incorporated",,,
OL39819953M,"Mar 15, 2022",2022,Bloom Books,,,
OL39958356M,2022,2022,"Sourcebooks, Incorporated",,,
OL29755235M,"Jun 29, 2015",2015,Sierra Simone,,,
OL10239263M,"January 11, 1991",1991,Harlequin Mills & Boon,,,
OL10691770M,"April 1, 1991",1991,Harlequin,,,"Harlequin Romance, No 3126"
OL21376216M,1992,1992,Harlequin Holland,,ne ,
OL15236069M,1991,1991,Harlequin,,fr ,
OL21626306M,1994,1994,Harlequin Ibérica,Lisboa,po ,
OL21626291M,1993,1993,Harlequin Ibérica,Madrid,sp ,Jazmin
OL18210485M,1988,1988,Mills & Boon,Richmond,xxk,
OL9750345M,"October 1, 1988",1988,harlequin,,,"Harlequin Romance, No 1119"
OL24210332M,1980,1980,Mills & Boon,London,enk,
OL9747335M,March 1993,1993,MacMillan Publishing Company,,,
OL16522153M,1992,1992,Mills & Boon,,enk,
OL9503171M,"December 1, 1988",1988,Harlequin,,,"Harlequin Romance, No 2956"
OL26598972M,1988,1988,Harlequin,U.S.A.,,
OL12043679M,July 1996,1996,Story Sound,,,
OL14981585M,1988,1988,Mills & B.,,xxk,
OL29264333M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL18308656M,1989,1989,Mills & Boon,,xxk,
OL9635064M,"August 1, 1988",1988,Harlequin,,,Harlequin Presents # 1105
OL18521257M,1992,1992,Mills & Boon,UK,enk,
OL1085631M,1994,1994,G.K. Hall,USA,meu,
OL29729888M,2016,2016,Atria Books,"New York City, USA",,
OL30570883M,2021,2021,Simon & Schuster,"Sydney, Australia",,
OL61375849M,28 January 2015,2015,Blossom Books B.V.,,,Shatter Me
OL39221697M,1st November 2013,2013,Allen and Unwin,,,
OL29651281M,2012,2012,HarperCollins Publishers Limited,,,
OL38057296M,2021,2021,Blue Box Press,,,
OL38047123M,2020,2020,"Evil Eye Concepts, Incorporated",,,
OL35031609M,2022,2022,No Bird Press,,,
OL10280696M,1990,1990,Mills And Boon,,,
OL37655917M,1988,1988,Mills & Boon,,,
OL14982019M,1993,1993,Mills & B.,,enk,Bestseller Romance Series
OL14982019M,1993,1993,Harlequin Mills & Boon,,enk,Bestseller Romance Series
OL9752685M,"November 9, 1990",1990,Harlequin Mills & Boon,,,
OL9752685M,"November 9, 1990",1990,Mills & Boon,,,
OL22615764M,1981,1981,Mills & Boon,,xxk,
OL21221046M,1980,1980,Mills & Boon,London,xxk,
OL38269289M,2012,2012,Harlequin Enterprises ULC,,,
OL37392595M,2012,2012,Harlequin Enterprises ULC,,,
OL26852574M,2001,2001,harlequin,,,
OL7417356M,"October 1, 2001",2001,Harlequin,,,Harlequin Romance 2956
OL31856717M,January 1979,1979,Mills & Boon,London,,
OL31856717M,January 1979,1979,Harlequin Books,London,,
OL31856620M,October 1979,1979,Mills & Boon,London,,Mills & Boon Romance #1566
OL9604150M,"January 1, 1983",1983,Harlequin,,,
OL21439489M,1992,1992,Harlequin Mondadori,Milan,it ,Collezione Harmony
OL17214476M,1987,1987,Mills & B.,,xxk,
OL14978532M,1987,1987,Mills & Boon,London,xxk,
OL14978532M,1987,1987,Harlequin Mills & Boon,London,xxk,
OL29264469M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL18213797M,1985,1985,Mills & Boon,London,xxk,
OL14978502M,1987,1987,Mills & Boon Ltd,Surrey,xxk,
OL22824869M,May 1986,1986,Mills & Boon,London,xxk,Mills and Boon Romance #2549
OL21364991M,1994,1994,Chivers,UK,enk,
OL9668551M,September 1986,1986,Harlequin,USA,,
OL38268326M,2013,2013,Harlequin Enterprises ULC,,,
OL17215320M,1981,1981,Mills and Boon,London,xxk,
OL14977519M,1982,1982,Mills and Boon,London,xxk,
OL10691317M,"February 1, 1983",1983,harlequin,,,
OL10691317M,"February 1, 1983",1983,Harlequin,,,
OL11235181M,June 1985,1985,Ulverscroft Large Print,,,
OL29788367M,2018,2018,"Harlequin Enterprises, Limited",,,
OL29264472M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL10280664M,1987,1987,Harlequin,,,
OL10280664M,1987,1987,Harlequin Mills & Boon,,,
OL9682571M,"December 4, 1992",1992,Harlequin Mills & Boon,,,
OL9853763M,"January 1, 1988",1988,Harlequin,,,Harlequin Presents No 1050
OL2738323M,1987,1987,Chivers Press,"Bath, England",enk,Atlantic large print
OL2738323M,1987,1987,Chivers Press,"South Yarmouth, Mass., USA",enk,Atlantic large print
OL2738323M,1987,1987,J. Curley,"Bath, England",enk,Atlantic large print
OL2738323M,1987,1987,J. Curley,"South Yarmouth, Mass., USA",enk,Atlantic large print
OL14977422M,1982,1982,Mills & Boon,London,xxk,
OL9396517M,"July 1, 1982",1982,Harlequin Books,,,Harlequin Presents # 517
OL9396517M,"July 1, 1982",1982,Harlequin Books (Mm),,,Harlequin Presents # 517
OL9749069M,"September 1, 1992",1992,harlequin,,,
OL29573546M,2006,2006,"Harlequin Enterprises, Limited",,,
OL25414034M,2006,2006,mills and boon,,,
OL24975909M,1990,1990,Harlequin Books,Toronto,onc,Harlequin romance -- 3085
OL24975909M,1990,1990,Harlequin Books,New York,onc,Harlequin romance -- 3085
OL17390856M,1990,1990,Mills & Boon,,enk,
OL10691736M,"October 1, 1990",1990,harlequin,,,"Harlequin Romance, No 3085"
OL10691736M,"October 1, 1990",1990,Harlequin,,,"Harlequin Romance, No 3085"
OL24972260M,1990,1990,Harlequin Books,Toronto,onc,Harlequin Presents -- 1238
OL24972260M,1990,1990,Harlequin Books,New York,onc,Harlequin Presents -- 1238
OL9752526M,"December 1, 1989",1989,harlequin,,,
OL10807204M,July 1994,1994,Ulverscroft Large Print,,,
OL10807204M,July 1994,1994,Magna Large Print Books,,,
OL28973814M,1983,1983,"Harlequin Mills & Boon, Limited",,,
OL28973814M,1983,1983,Harlequin Mills & Boon,,,
OL21222190M,1984,1984,Mills & Boon,London,xxk,
OL21222190M,1984,1984,"Harlequin Mills & Boon, Limited",London,xxk,
OL9603671M,January 1987,1987,MacMillan Publishing Company,,,
OL24959039M,1984,1984,Harlequin,Toronto,onc,Harlequin Romance -- 2639
OL24959039M,1984,1984,Harlequin,New York,onc,Harlequin Romance -- 2639
OL10738115M,1981,1981,Harlequin,,,
OL10738115M,1981,1981,Mills And Boon,,,
OL14980278M,1981,1981,Mills & Boon,London,xxk,
OL14981361M,1987,1987,Mills & B.,,xxk,
OL14981361M,1987,1987,Harlequin Mills & Boon,,xxk,
OL37815228M,2020,2020,OMG Books,,,
OL37815228M,2020,2020,Znak,,,
OL29427102M,2019,2019,Gallery Books,,,
OL29236910M,2014,2014,"Simon & Schuster, Limited",,,
OL28279108M,2014,2014,Anna Todd,,,
OL28278745M,2020,2020,Anna Todd,,,
OL21220748M,1979,1979,Mills and Boon,London,xxk,
OL9774846M,June 1980,1980,Harlequin Books,Canada,,
OL11658583M,October 1986,1986,G K Hall & Co,,,
OL8926729M,July 2001,2001,Dales Large Print Books,,,
OL8926729M,July 2001,2001,Dales large print Books,,,
OL29264357M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL37392594M,2012,2012,Harlequin Enterprises ULC,,,
OL28950989M,1998,1998,"Harlequin Mills & Boon, Limited",,,
OL10691244M,November 1981,1981,Pocket Books,,,
OL10282771M,"July 5, 2002",2002,Harlequin Mills & Boon,,,
OL10280402M,January 2007,2007,Ulverscroft Large Print,,,
OL22400323M,1985,1985,Linford,Leicester,xxk,Linford romance library
OL29242975M,2013,2013,"Harlequin Mills & Boon, Limited",,,
OL28973754M,1982,1982,"Harlequin Mills & Boon, Limited",,,
OL18427250M,1982,1982,Mills & Boon,London,xxk,Collector's edition
OL24934924M,1982,1982,Harlequin,Toronto,nyu,
OL24934924M,1982,1982,Harlequin,New York,nyu,
OL24934924M,1982,1982,"Harlequin Enterprises, Limited",Toronto,nyu,
OL24934924M,1982,1982,"Harlequin Enterprises, Limited",New York,nyu,
OL24937157M,1993,1993,Harlequin Books,Toronto,onc,Harlequin presents -- 1578
OL24937157M,1993,1993,Harlequin Books,New York,onc,Harlequin presents -- 1578
OL10280802M,1992,1992,Mills and Boon,,,
OL10280802M,1992,1992,Harlequin Mills & Boon,,,
OL10738945M,"July 1, 1993",1993,Harlequin,,,"Harlequin Presents, No 11578"
OL17411916M,1995,1995,Mills & Boon,Richmond,enk,
OL18051267M,1992,1992,Mills & Boon,Richmond,enk,
OL9751910M,"September 1, 1992",1992,harlequin,,,
OL44177240M,2016,2016,"Harlequin Mills & Boon, Limited",,,
OL9744160M,October 2006,2006,Mills & Boon,,,
OL24939124M,1990,1990,Harlequin Books,Toronto,onc,Harlequin romance -- 3085
OL24939124M,1990,1990,Harlequin Books,New York,onc,Harlequin romance -- 3085
OL22618271M,1994,1994,Mills & Boon,Richmond,enk,Duet
OL17433641M,1988,1988,Mills & Boon,Surrey,xxk,ROmance
OL9749628M,"December 1, 1989",1989,harlequin,,,
OL22166304M,1995,1995,Mills & Boon,Richmond,enk,Favourites
OL22593817M,1989,1989,Mills & Boon,,xxk,
OL10738735M,"September 1, 1990",1990,Harlequin,,,"Harlequin Presents - 1309, Mills & Boon Best Seller (reissues) - 775, Mills & Boon Romance - 3114"
OL14977710M,1983,1983,Mills & Boon,London,xxk,
OL14977710M,1983,1983,Harlequin Mills & Boon,London,xxk,
OL30600896M,"Nov 18, 2014",2014,imusti,,,
OL30600896M,"Nov 18, 2014",2014,Simon & Schuster,,,
OL22619243M,1985,1985,Mills & Boon,London,xxk,Bestseller Romance
OL28973771M,1982,1982,"Harlequin Mills & Boon, Limited",,,
OL28973771M,1982,1982,London : Mills & Boon,,,
OL29127329M,2012,2012,"Harlequin Mills & Boon, Limited",,,
OL26112068M,2010,2010,Harlequin,,,
OL24967698M,1981,1981,Mills & Boon,London,xxk,
OL10280582M,1981,1981,Harlequin Books,,,
OL14977156M,1981,1981,Mills & Boon,London,xxk,
OL10746962M,"June 1, 2001",2001,Harlequin,,,"Harlequin Romance,  2440"
OL10691234M,1981,1981,Millis and Boon Limited,,,
OL10691234M,1981,1981,Harlequin,,,
OL22612896M,1987,1987,Mills & Boon,"Richmond, Surrey",xxk,Romance
OL20130268M,1998,1998,Mills & Boon,London,xxk,Collector's edition
OL10239517M,September 1992,1992,Chivers North Amer,,,
OL17125057M,1992,1992,Mills & Boon,Richmond,xxk,
OL17125057M,1992,1992,Harlequin Mills & Boon,Richmond,xxk,
OL9750265M,November 1999,1999,Magna Large Print Books,,,
OL9749331M,November 1999,1999,Magna Large Print Books,,,
OL9746549M,"September 1, 1992",1992,harlequin,,,
OL9746549M,"September 1, 1992",1992,Harlequin,,,
OL43642300M,2006-01-01,2006,Harlequin Mills & Boon,,,
OL9676949M,"June 1, 2006",2006,Harlequin,,,Wedlocked!
OL9676949M,"June 1, 2006",2006,Harlequin Presents,,,Wedlocked!
OL24251009M,2010,2010,Harlequin,"Toronto, Ontario",nyu,
OL7416546M,"February 13, 2007",2007,Harlequin,,,
OL1982402M,1989,1989,Mills & Boon,"Richmond, Surrey",enk,
OL1982402M,1989,1989,Brand: Mills n Boon,"Richmond, Surrey",enk,
OL22415407M,1989,1989,Mills & Boon,"Richmond, Surrey",xxk,
OL24951976M,1990,1990,Harlequin Books,Toronto,onc,Harlequin Presents -- 1238
OL24951976M,1990,1990,Harlequin Books,New York,onc,Harlequin Presents -- 1238
OL24951976M,1990,1990,Harlequin,Toronto,onc,Harlequin Presents -- 1238
OL24951976M,1990,1990,Harlequin,New York,onc,Harlequin Presents -- 1238
OL9746982M,"December 1, 1989",1989,harlequin,,,
OL9747240M,"October 8, 1993",1993,Harlequin Mills & Boon,,,
OL9749920M,"October 8, 1993",1993,Harlequin Mills & Boon,,,
OL1612903M,1989,1989,Mills & Boon,"Richmond, Surrey",enk,Romance ;
OL1612903M,1989,1989,Mills & Boon,"Richmond, Surrey",enk,3122
OL48206819M,1989,1989,Thorndike Press,,,
OL9615644M,"July 1, 1984",1984,Harlequin,,,
OL14977254M,1981,1981,Mills & Boon,London,xxk,
OL29249952M,2014,2014,"Simon & Schuster, Limited",,,
OL27184908M,2014,2014,Gallery Books,,nyu,After Series
OL9587185M,October 1986,1986,G K Hall & Co,,,
OL9566454M,June 1991,1991,Thorndike Pr,,,
OL18361887M,1988,1988,Mills & Boon,London,xxk,Bestseller Romance
OL18361887M,1988,1988,Harlequin Mills & Boon,London,xxk,Bestseller Romance
OL9740569M,September 2001,2001,Ulverscroft Large Print,,,
OL9740569M,September 2001,2001,Brand: Dales Large Print,,,
OL9740569M,September 2001,2001,Dales large print Books,,,
OL29053848M,2010,2010,"Harlequin Mills & Boon, Limited",,,
OL28973668M,1988,1988,"Harlequin Mills & Boon, Limited",,,
OL14978632M,1988,1988,Mills & Boon,,xxk,
OL16522168M,1990,1990,Mills & Boon,London,xxk,
OL16522168M,1990,1990,Harlequin Mills & Boon,London,xxk,
OL21220907M,1980,1980,Mills and Boon,London,xxk,
OL10280988M,1993,1993,Mills And Boon,,,
OL29243038M,2013,2013,"Harlequin Mills & Boon, Limited",,,
OL22384649M,1987,1987,Mills & Boon,Richmond,xxk,
OL1882868M,1991,1991,G.K. Hall,"Boston, Mass",mau,A Nightingale romance in large print
OL1882868M,1991,1991,G.K. Hall,"Boston, Mass",mau,G.K. Hall large print book series
OL1882868M,1991,1991,G.K. Hall,"Boston, Mass",mau,A Large print romance
OL9507637M,"September 1, 1988",1988,Harlequin,,,"Harlequin Presents, No 1113"
OL32132143M,2010,2010,Mills & Boon,Richmond,enk,
OL9745567M,1992,1992,Mills and Boon,,,
OL37388997M,2011,2011,Harlequin Enterprises ULC,,,
OL29263659M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL9747915M,October 1998,1998,Harlequin Books,,,
OL9750627M,October 1998,1998,Harlequin Books,,,
OL9745793M,October 1998,1998,Harlequin Books,,,
OL9739060M,"July 1, 1998",1998,Harlequin,,,
OL10239188M,"July 13, 1990",1990,Harlequin Mills & Boon Ltd (Large Print Books),,,
OL10691730M,"August 1, 1990",1990,Harlequin,,,"Harlequin Romance, No 3077"
OL21259238M,1992,1992,Harlekin,Stockholm,sw ,
OL21376204M,1990,1990,Harlequin Holland,Amsterdam,ne ,
OL21911056M,1992,1992,Harlekin,Stockholm,no ,
OL9747177M,"August 1, 1983",1983,harlequin,,,
OL9749853M,"August 1, 1983",1983,harlequin,,,
OL59046646M,August 12 2021,2021,Zando,,,
OL53340128M,2024,2024,Zando,,,
OL50524432M,2022-11-21,2022,Independently published,,,
OL46776502M,2021,2021,H. D. Carlton,,,
OL30786654M,"Apr 04, 2019",2019,Simon and Schuster UK,,,
OL30786654M,"Apr 04, 2019",2019,Gallery Books,,,
OL31853818M,"Jun 05, 2018",2018,Booket,,,
OL37815226M,2019,2019,OMG Books,,,
OL10691226M,1981,1981,Harlequin Mills & Boon,,,
OL10738185M,June 1983,1983,Harlequin Books,,,
OL10738185M,June 1983,1983,Harlequin Books (Mm),,,
OL14977564M,1982,1982,Mills & Boon,London,xxk,
OL14982026M,1993,1993,Mills & Boon,Richmond,enk,Best seller romance
OL10280691M,1990,1990,Mills and Boon,,,
OL10280691M,1990,1990,Harlequin Mills & Boon,,,
OL29734595M,2016,2016,"Harlequin Enterprises, Limited",,,
OL9750450M,1992,1992,Mills and Boon,,,
OL9747758M,1992,1992,Mills and Boon,,,
OL9749741M,August 1992,1992,MacMillan Publishing Company,,,
OL9737071M,"May 1, 1994",1994,Harlequin,,,"Harlequin Presents Plus, No 1655"
OL38278522M,2011,2011,Harlequin Enterprises ULC,,,
OL31882114M,2012,2012,Mills & Boon,"Richmond, Surrey",enk,
OL28950684M,1998,1998,"Harlequin Mills & Boon, Limited",,,
OL24929928M,1998,1998,Mills & Boon,"Richmond, Surrey",enk,
OL21626274M,,,Harlequin Espanola,Madrid,sp ,
OL28973807M,1983,1983,Mills & Boon,London,,
OL9745124M,"August 1, 1983",1983,Harlequin,"Toronto, Canada",,Harlequin Presents #623
OL14977691M,1983,1983,Mills & Boon,London,xxk,Mills & Boon Romance - 2082
OL60736045M,12 August 2021,2021,Hailey Carlton,,,
OL46535310M,"Feb 23, 2023",2023,MONTENA,,,
OL46535310M,"Feb 23, 2023",2023,Penguin Random House Grupo Editorial,,,
