work_key,ratings_count_1,ratings_count_2,ratings_count_3,ratings_count_4,ratings_count_5
OL3458059W,0,0,0,5,4
OL3775331W,0,0,2,3,3
OL213241W,0,0,0,5,2
OL4141645W,1,0,0,1,2
OL17203232W,7,2,1,9,54
OL3931519W,0,1,0,2,4
OL25960185W,0,1,1,1,5
OL3754821W,1,0,0,3,2
OL9482485W,0,1,2,1,3
OL4720160W,1,4,10,17,22
OL17976969W,0,0,3,6,1
OL22518674W,1,0,0,1,3
OL11328048W,0,0,1,3,0
OL17393790W,1,2,3,2,2
OL14862450W,0,1,1,0,2
OL16825084W,0,0,6,5,4
OL3773931W,0,0,0,4,3
OL27731687W,1,0,0,0,2
OL4141646W,0,0,0,1,1
OL15395162W,0,0,2,1,3
OL11328191W,0,0,1,2,0
OL4279465W,1,0,0,1,5
OL3457914W,0,2,1,2,0
OL1902212W,0,0,0,0,1
OL34811234W,0,0,1,1,3
OL16732132W,0,2,2,1,4
OL5810753W,0,0,3,0,0
OL8586880W,0,1,0,2,0
OL3395300W,0,0,1,3,2
OL10530571W,1,0,1,1,1
OL20014818W,0,0,2,1,0
OL82374W,2,2,11,11,15
OL17716024W,0,0,1,2,1
OL3773939W,1,0,0,2,1
OL5683000W,0,0,1,2,2
OL4331825W,0,0,3,1,2
OL3467482W,0,0,0,0,0
OL5695687W,2,0,0,0,2
OL5689124W,0,0,0,7,1
OL3261153W,0,0,2,4,4
OL2959272W,0,0,0,1,2
OL4143088W,0,0,2,2,0
OL468485W,0,1,6,8,5
OL3775306W,0,0,2,1,3
OL2469479W,1,0,4,1,4
OL5691878W,0,0,5,2,5
OL3771216W,2,1,1,2,0
OL3457727W,0,0,2,2,2
OL3457695W,0,0,0,4,2
OL17400582W,0,0,0,3,3
OL3759459W,1,0,0,2,1
OL1902282W,0,0,1,0,4
OL3845618W,0,1,3,1,2
OL8365987W,1,0,0,1,2
OL16552708W,0,2,2,1,1
OL167284W,0,0,1,1,4
OL11277234W,0,0,3,5,2
OL9156408W,0,0,0,2,4
OL3476084W,0,0,2,1,2
OL4233154W,0,0,1,2,4
OL15313344W,1,0,2,3,2
OL8030156W,0,0,0,0,1
OL9635858W,0,1,2,5,2
OL3476020W,0,1,1,4,0
OL34316607W,0,0,1,0,2
OL9359682W,3,1,2,3,2
OL29983W,4,11,19,29,59
OL15169296W,1,0,5,2,3
OL5688278W,0,0,1,5,5
OL5682993W,1,2,1,1,3
OL29189569W,0,0,0,0,2
OL26087370W,0,0,0,0,0
OL20669844W,7,0,4,8,14
OL5694954W,0,0,2,0,1
OL4092686W,3,2,5,1,10
OL18027952W,0,0,1,1,3
OL5236239W,0,1,0,4,3
OL19744698W,2,0,0,3,5
OL8032583W,0,0,2,7,3
OL5947740W,1,1,0,1,2
OL15020281W,0,1,2,2,2
OL3457958W,0,1,0,2,4
OL167268W,1,0,0,1,3
OL15683W,0,0,1,0,6
OL2959337W,0,0,0,3,5
OL5099226W,1,1,3,2,1
OL17613127W,0,0,1,4,1
OL17467883W,0,0,1,3,4
OL2671311W,0,0,1,1,0
OL13015028W,4,0,2,2,10
OL4689825W,1,1,0,1,1
OL14920279W,1,1,1,0,2
OL3457781W,1,0,3,3,4
OL3498613W,0,1,1,4,4
OL4141671W,0,0,0,1,4
OL4056532W,0,0,1,3,1
OL4412002W,1,1,3,0,4
OL26432723W,1,0,0,0,0
OL15715835W,0,0,1,0,5
OL3457748W,0,0,2,5,4
OL4092656W,0,0,0,4,3
OL5731538W,4,0,4,6,20
OL17471122W,0,1,3,0,2
OL1902328W,0,0,0,4,3
OL1902410W,0,0,1,1,1
OL23738W,3,1,11,8,13
OL17733369W,0,0,1,1,5
OL16048606W,0,1,0,1,2
OL16607146W,3,2,15,21,42
OL1979167W,0,0,0,2,1
OL4440510W,1,3,1,3,1
OL3498822W,0,0,1,2,1
OL15696327W,0,0,1,0,3
OL17062W,0,0,0,1,1
OL3771129W,2,0,0,1,0
OL921881W,2,0,1,2,4
OL274574W,2,1,11,14,21
OL32343485W,0,0,0,1,2
OL5100332W,1,2,1,0,1
OL4081093W,0,0,0,2,2
OL491807W,0,2,0,5,8
OL21417599W,1,0,1,0,2
OL5686888W,1,0,1,1,3
OL13693163W,2,2,3,4,2
OL5853896W,0,0,1,3,2
OL4278169W,1,1,2,6,2
OL3771312W,1,1,2,1,0
OL9196002W,0,0,3,2,2
OL15020280W,0,0,1,4,1
OL3498716W,0,0,0,0,3
OL3759469W,2,0,0,1,0
OL15657W,1,0,3,0,1
OL1902275W,0,0,1,0,4
OL100044W,0,0,4,0,2
OL3759043W,0,1,2,2,3
OL167312W,0,1,1,0,8
OL15121895W,3,1,2,3,4
OL3775261W,0,1,2,4,3
OL5720025W,11,19,28,16,41
OL17746229W,1,1,4,1,2
OL491801W,1,1,2,2,3
OL5099246W,0,1,2,5,1
OL11327983W,0,1,3,1,0
OL5694487W,0,0,0,3,2
OL3771277W,0,2,1,1,0
OL3457942W,0,0,1,2,4
OL21567801W,0,0,2,1,0
OL4990539W,1,0,0,2,2
OL5720023W,64,44,61,67,196
OL112334W,1,0,0,0,1
OL3498730W,4,2,0,0,3
OL461937W,0,1,7,6,4
OL5695226W,1,1,1,1,1
OL3845116W,1,0,1,1,4
OL4215988W,0,2,0,0,2
OL3467491W,0,0,3,3,5
OL4342724W,0,2,2,0,2
OL14859969W,0,0,3,2,1
OL11327198W,2,1,3,3,2
OL4342685W,1,1,1,3,1
OL3775495W,0,1,1,2,2
OL28520883W,0,1,2,1,2
OL5236230W,0,2,2,4,0
OL17486230W,0,1,2,0,1
OL4161443W,0,1,0,1,2
OL15134326W,0,1,2,1,4
OL16086747W,2,4,13,16,33
OL18442858W,1,0,2,3,2
OL1000286W,0,2,0,5,0
OL24231383W,2,0,4,11,11
OL4278232W,0,1,0,2,4
OL3775354W,0,1,1,2,2
OL8365998W,0,0,0,0,1
OL5100333W,0,3,0,2,2
OL8531476W,0,0,2,2,1
OL4689750W,1,0,1,1,2
OL3458019W,0,0,2,1,6
OL16032670W,0,0,2,3,4
OL17352669W,11,4,30,33,57
OL3457994W,0,0,0,2,5
OL14862477W,0,0,0,1,3
OL45869W,4,1,7,5,7
OL16325201W,3,6,25,39,39
OL4278235W,1,0,2,2,1
OL21428056W,0,0,1,0,1
OL3775346W,0,1,1,2,0
OL14920367W,1,0,0,5,1
OL3467582W,0,0,1,3,3
OL4092690W,1,1,1,2,7
OL112341W,0,1,0,0,2
OL15089817W,0,0,0,0,0
OL4472913W,0,0,1,2,1
OL8531490W,0,0,0,2,1
OL20478673W,2,0,6,2,1
OL4141638W,0,0,1,2,3
OL14862469W,1,0,1,2,1
OL3518634W,0,0,1,4,1
OL21181042W,1,0,1,2,0
OL15183864W,0,0,1,4,3
OL1052133W,5,5,10,28,22
OL863808W,1,1,5,5,3
OL3476060W,0,2,5,3,2
OL19781733W,1,2,4,8,17
OL5808603W,0,0,2,1,2
OL42543873W,1,2,0,1,2
OL16807730W,4,5,15,25,70
OL4052079W,0,0,0,0,4
OL16041717W,0,0,1,3,1
OL4342697W,3,2,1,3,2
OL5695245W,0,0,1,2,4
OL14851670W,0,0,0,0,2
OL21676778W,0,0,3,1,0
OL8365983W,0,0,1,1,1
OL14851679W,0,0,0,1,1
OL11930W,0,0,1,3,9
OL3260978W,1,1,1,9,4
OL3844334W,0,0,2,1,0
OL3467576W,0,1,0,2,5
OL921918W,0,0,0,1,1
OL16772681W,0,3,6,2,3
OL3458039W,0,0,1,3,3
OL3759454W,1,0,1,2,1
OL16057454W,2,0,2,1,3
OL21438800W,2,0,2,0,0
OL3498586W,0,0,0,3,2
OL27436818W,0,0,1,1,2
OL11277306W,0,0,2,0,0
OL5810769W,1,0,1,2,2
OL112323W,0,1,0,0,1
OL3458025W,0,0,1,1,3
OL20504176W,0,0,1,3,0
OL24701020W,0,1,2,2,3
OL4454529W,0,0,1,0,1
OL167315W,0,0,0,0,1
OL3457725W,0,0,0,3,4
OL16041965W,0,1,1,4,3
OL3773902W,0,0,1,2,6
OL28172150W,1,0,0,0,0
OL112346W,0,0,0,0,4
OL14862499W,0,0,0,0,3
OL15155285W,0,0,1,4,4
OL24656464W,0,0,0,0,0
OL4226052W,0,2,0,2,2
OL137228W,0,0,0,1,0
OL3771269W,3,2,0,3,0
OL16820019W,1,1,3,0,3
OL3632909W,0,1,0,1,0
OL15177049W,2,0,0,0,3
OL3981135W,1,0,1,6,2
OL3548660W,1,0,2,3,3
OL21440976W,0,0,0,1,1
OL34325W,0,1,1,0,0
OL5695974W,0,0,0,2,2
OL4981182W,0,2,3,0,2
OL17501376W,0,0,1,1,2
OL24633401W,1,0,0,0,2
OL4181967W,0,0,1,4,7
OL35718442W,2,1,2,2,10
OL3845645W,0,1,0,3,3
OL3759044W,0,1,0,2,2
OL5837827W,1,0,5,0,2
OL3519213W,0,1,1,3,2
OL17871891W,0,1,0,3,3
OL15419842W,1,2,2,3,1
OL4331835W,0,0,1,1,0
OL1979170W,0,0,0,0,0
OL4465416W,0,0,0,5,2
OL3771210W,2,0,0,3,3
OL8318484W,0,0,3,6,4
OL15449069W,1,1,2,1,2
OL21426118W,0,1,2,0,1
OL5688711W,0,1,0,2,2
OL36123560W,0,0,0,0,1
OL5691880W,0,0,0,0,4
OL5236224W,0,0,1,1,1
OL3754780W,0,0,1,2,6
OL9276227W,0,0,1,0,1
OL14913333W,0,0,0,2,1
OL23272W,0,0,1,3,6
OL584283W,0,0,0,1,0
OL3771093W,1,0,1,0,3
OL26085843W,0,0,0,2,0
OL3759055W,0,0,1,4,9
OL3771099W,0,0,0,4,1
OL39108W,2,1,3,7,15
OL555412W,0,0,0,1,1
OL1881774W,0,0,1,2,2
OL3457698W,0,0,1,1,4
OL3771303W,0,1,3,0,0
OL2959309W,0,0,2,12,2
OL21433555W,0,1,1,1,0
OL11327153W,2,2,2,10,4
OL3759041W,0,0,4,7,10
OL19705711W,0,0,0,2,6
OL3771293W,2,1,5,3,4
OL11277293W,0,3,3,4,2
OL3771221W,2,2,3,4,2
OL11762243W,0,0,2,14,6
OL3845131W,1,3,3,5,4
OL3498845W,2,3,7,8,4
OL4273174W,1,1,3,5,12
OL11327991W,1,3,6,2,3
OL3775504W,0,2,1,14,8
OL4181997W,2,2,3,11,4
OL5236243W,1,0,7,2,4
OL8315261W,0,1,2,4,5
OL11277333W,0,2,5,8,5
OL11327950W,0,1,4,3,3
OL8315270W,1,1,8,10,10
OL20561781W,1,0,6,12,10
OL3845125W,1,1,4,4,2
OL3981187W,1,3,3,13,5
OL3771243W,1,1,2,6,7
OL152332W,1,2,3,3,13
OL11277309W,1,1,4,2,4
OL3845174W,0,1,1,5,5
OL17809871W,3,1,9,12,10
OL8315268W,0,1,5,7,3
OL11327946W,0,2,1,6,5
OL3457756W,0,0,2,2,3
OL15171703W,2,0,3,7,9
OL3759068W,0,3,2,6,4
OL24178205W,27,9,19,51,142
OL3754835W,1,1,6,8,6
OL11327965W,0,3,3,10,2
OL3457959W,1,0,4,5,4
OL3759348W,1,1,7,8,5
OL3770467W,0,2,4,6,8
OL3735574W,2,0,5,5,8
OL28181491W,5,0,0,4,12
OL3771297W,2,1,3,5,6
OL19747970W,7,1,7,6,21
OL4273160W,2,1,2,8,8
OL11327968W,2,3,0,1,3
OL3498543W,0,0,3,2,7
OL2959243W,1,1,2,5,3
OL3759338W,0,0,2,2,3
OL3845170W,3,4,5,4,2
OL3845168W,1,0,4,9,1
OL26955716W,2,2,4,2,17
OL3845178W,0,0,4,5,5
OL3759185W,0,1,4,8,4
OL6918872W,1,0,5,3,1
OL3754725W,0,3,10,7,5
OL3457845W,0,2,3,1,6
OL17444354W,1,1,0,2,7
OL277730W,3,1,6,2,18
OL8315347W,0,1,4,11,6
OL3775507W,0,1,2,3,13
OL3775418W,3,1,2,10,10
OL20032935W,3,2,8,5,10
OL11327893W,0,0,4,9,7
OL8032345W,1,0,7,5,8
OL3770490W,1,2,4,3,3
OL3759069W,0,3,7,7,1
OL3775471W,0,1,3,6,4
OL3467599W,0,1,8,4,2
OL3759468W,1,1,3,5,4
OL4233169W,1,0,1,5,13
OL3770471W,2,3,2,3,3
OL11762227W,0,1,4,8,10
OL19964677W,2,1,0,3,7
OL3773896W,1,1,5,7,6
OL11277302W,1,1,5,5,3
OL5236260W,0,1,6,5,3
OL3773966W,0,0,3,4,6
OL3773973W,2,2,3,3,20
OL4084680W,3,2,1,3,4
OL3775475W,3,0,1,5,5
OL3773994W,0,0,1,4,11
OL10530605W,1,1,2,7,2
OL3759277W,0,1,4,5,2
OL2959250W,1,2,2,11,9
OL21802553W,0,0,6,4,16
OL5236219W,1,0,5,7,5
OL3773934W,0,1,2,4,9
OL3759472W,2,2,2,5,8
OL3775425W,1,2,5,7,10
OL8869211W,2,2,5,4,3
OL4233152W,1,2,2,8,11
OL8315332W,1,1,2,9,8
OL3498690W,0,0,3,5,3
OL8315317W,0,1,4,7,5
OL15456729W,4,3,12,7,24
OL11327970W,2,0,4,2,5
OL17311801W,1,2,4,9,8
OL3759292W,0,0,4,1,0
OL25555522W,0,0,1,3,8
OL3498559W,0,2,1,3,6
OL3457886W,0,1,5,4,5
OL491810W,3,0,1,8,9
OL21883446W,0,0,1,0,4
OL3844287W,1,3,1,1,4
OL14862505W,0,1,2,1,1
OL97190W,0,0,1,1,7
OL34832132W,0,0,0,1,1
OL9793773W,0,1,1,4,0
OL15668W,0,0,1,4,2
OL8268347W,0,1,3,3,3
OL2959278W,1,0,2,6,1
OL5810791W,0,0,1,4,2
OL5236140W,0,2,0,2,2
OL2748916W,0,1,0,5,3
OL14857616W,0,0,2,0,1
OL167269W,0,1,1,2,4
OL15152744W,0,0,1,0,2
OL3845054W,0,0,0,3,2
OL2629881W,1,1,1,2,2
OL15462026W,0,0,3,5,3
OL4331799W,0,1,0,1,1
OL167330W,1,0,2,0,3
OL15600002W,0,1,2,1,5
OL21580696W,0,0,2,1,1
OL17356524W,1,0,3,5,7
OL28436821W,0,0,0,0,1
OL17345493W,0,2,8,20,22
OL11327404W,2,1,1,1,1
OL5695642W,1,1,2,0,3
OL37873918W,1,0,0,0,1
OL4220822W,2,0,2,3,0
OL17383337W,0,1,0,4,1
OL8165659W,0,2,2,1,0
OL4233171W,2,1,2,5,1
OL3773963W,1,0,4,1,7
OL3771317W,0,3,0,0,2
OL7990735W,0,0,0,2,2
OL5946131W,2,0,1,4,1
OL3773905W,0,1,3,3,3
OL14862299W,0,0,6,2,2
OL4996159W,0,1,0,0,0
OL10530569W,0,0,1,0,1
OL2732491W,0,2,6,14,7
OL4084674W,1,0,3,0,2
OL15893W,1,0,0,0,0
OL13693160W,0,1,3,1,7
OL4092634W,0,0,2,0,0
OL3754731W,1,0,1,1,0
OL21487810W,0,0,1,0,0
OL1902295W,0,0,0,2,3
OL17925545W,0,0,1,0,0
OL2959312W,0,1,1,4,9
OL16030268W,0,1,2,2,0
OL21578857W,0,0,2,0,1
OL26907480W,1,0,0,1,1
OL5695925W,0,0,1,4,0
OL14963843W,0,2,1,1,2
OL5797749W,1,0,2,0,4
OL9224702W,0,0,1,1,3
OL4233115W,1,0,0,1,0
OL17461718W,0,0,0,0,1
OL17436292W,0,2,0,0,1
OL8315292W,0,0,2,3,2
OL10215W,3,0,11,14,19
OL20153602W,0,1,1,4,2
OL17856195W,0,0,0,0,1
OL17344325W,0,0,0,0,0
OL8365984W,0,0,0,0,1
OL28701547W,0,0,0,0,2
OL491812W,0,0,1,2,4
OL5683849W,0,0,0,1,3
OL2625443W,0,3,7,18,8
OL15677W,0,1,1,2,3
OL111569W,0,1,1,0,2
OL15686W,0,0,1,2,3
OL81606W,3,0,1,7,9
OL17567120W,0,0,3,1,1
OL4065810W,1,0,2,3,2
OL24610711W,0,0,0,1,0
OL5810807W,0,1,2,0,1
OL1804648W,0,0,2,3,4
OL11277261W,2,2,2,4,1
OL8365993W,0,0,0,0,2
OL13754370W,0,0,0,0,7
OL5236210W,0,1,0,5,2
OL5236232W,0,0,3,1,1
OL810247W,0,0,0,2,2
OL16024603W,0,0,1,1,2
OL213269W,0,0,0,1,5
OL5692981W,0,0,1,1,2
OL21101115W,0,0,1,4,11
OL3770785W,0,1,2,5,2
OL3771122W,2,0,1,2,2
OL5367632W,0,2,2,1,1
OL27004W,0,0,1,0,0
OL3498794W,1,0,1,0,0
OL28053600W,1,0,0,1,3
OL4955619W,1,1,2,3,4
OL9367893W,0,1,0,1,1
OL28948988W,0,1,2,1,1
OL5686935W,0,0,2,1,2
OL213263W,0,0,1,3,3
OL3458063W,0,1,2,3,4
OL3775371W,0,0,2,6,5
OL17356811W,7,2,1,19,28
OL796601W,1,2,7,6,10
OL152322W,0,1,0,4,15
OL11277296W,0,2,1,12,7
OL3775466W,0,1,1,2,4
OL3498824W,1,2,3,9,4
OL213266W,0,1,0,5,6
OL3467513W,0,2,6,5,4
OL29189552W,0,0,2,1,7
OL3519329W,1,0,2,5,6
OL3773920W,0,0,2,9,9
OL111439W,0,2,0,4,5
OL16037643W,0,1,5,7,3
OL11328047W,1,2,3,6,4
OL11327956W,0,1,2,8,11
OL2959291W,0,0,5,12,7
OL3759267W,0,0,2,6,3
OL15190273W,1,2,3,3,2
OL4412059W,1,6,8,2,3
OL3519328W,1,0,3,7,5
OL11327922W,2,2,2,8,8
OL3457864W,0,1,0,5,9
OL15335027W,0,0,3,7,4
OL5236256W,0,0,6,5,6
OL19737574W,3,1,2,3,15
OL3457832W,0,1,3,8,5
OL3754813W,1,1,4,4,4
OL11327992W,1,2,3,5,1
OL17179785W,3,1,7,1,6
OL3845015W,1,3,3,0,2
OL15870434W,0,1,2,5,3
OL3771298W,1,4,2,3,5
OL3467543W,2,0,2,5,3
OL4356929W,0,1,4,5,10
OL3780296W,2,2,5,3,2
OL3775431W,0,0,2,6,3
OL8087183W,0,1,7,6,4
OL3476087W,1,0,2,6,2
OL3759085W,1,0,1,7,8
OL3759120W,0,1,3,4,5
OL3845146W,0,1,2,7,6
OL3754827W,0,1,6,3,3
OL11277328W,0,0,2,2,1
OL25434351W,3,2,0,3,11
OL15296267W,1,0,2,1,8
OL4440535W,2,1,3,7,1
OL4182020W,0,2,2,10,8
OL11327915W,1,1,3,3,6
OL3771218W,1,0,4,6,7
OL3775493W,1,1,4,0,1
OL5809066W,0,2,3,2,7
OL59379W,2,1,1,1,5
OL16591835W,2,2,8,10,18
OL3294444W,1,0,6,9,2
OL3773979W,1,1,7,8,7
OL4225433W,1,0,7,3,5
OL1902450W,1,0,0,2,6
OL4472925W,2,1,1,7,17
OL3294326W,1,1,3,6,2
OL3754963W,1,1,4,9,6
OL3773899W,0,1,4,4,10
OL5236136W,0,1,6,6,7
OL3981197W,0,1,4,2,3
OL3759109W,0,0,3,4,6
OL3773972W,0,1,2,10,8
OL28744393W,8,1,3,7,44
OL1230715W,0,2,5,13,13
OL3773996W,0,0,2,4,3
OL11277308W,1,2,2,3,8
OL41943074W,1,0,2,8,20
OL3759162W,0,0,6,3,4
OL54797W,5,2,2,3,11
OL15151758W,0,0,4,6,2
OL491708W,0,0,1,2,13
OL3759296W,0,0,2,6,1
OL15134433W,0,1,2,6,4
OL16772684W,0,0,1,1,5
OL11762248W,0,0,4,5,4
OL3759118W,2,0,4,6,1
OL3770380W,0,2,2,4,5
OL3476056W,1,1,2,6,1
OL3845144W,0,1,1,9,5
OL3771261W,3,2,2,4,3
OL29046643W,4,0,5,5,11
OL3498840W,1,1,1,6,0
OL111597W,0,0,5,4,5
OL3476028W,2,2,7,8,7
OL3518642W,0,2,4,4,1
OL3498561W,0,1,2,7,6
OL4342692W,1,1,4,2,0
OL3775491W,0,2,2,4,3
OL3775456W,2,1,2,7,6
OL59382W,1,1,1,3,11
OL15178385W,1,1,4,3,4
OL3519302W,0,0,1,3,12
OL3457793W,0,1,2,3,5
OL3476072W,0,0,1,5,3
OL5236250W,1,1,4,4,1
OL5809096W,2,0,2,2,3
OL59383W,1,1,0,2,7
OL59448W,0,0,1,10,16
OL18203673W,17,5,17,40,103
OL2705658W,1,1,1,6,4
OL3773910W,0,0,2,5,8
OL27678542W,2,0,0,0,7
OL3457907W,1,0,2,6,3
OL5236263W,0,0,4,8,2
OL3476046W,1,2,3,5,4
OL11327941W,1,0,5,3,1
OL2959247W,1,1,6,5,5
OL9265172W,6,2,2,4,4
OL4472973W,0,4,4,2,6
OL4412009W,4,4,6,7,2
OL11327958W,2,0,1,4,3
OL3457792W,0,1,2,3,5
OL3759102W,0,0,2,2,7
OL16245633W,0,1,1,2,6
OL14862438W,0,0,1,8,7
OL3476062W,0,2,1,4,6
OL3498633W,0,0,8,11,6
OL3759079W,0,0,4,8,2
OL3458028W,0,1,0,5,8
OL10530593W,0,0,2,1,1
OL2045111W,1,2,3,7,2
OL3771188W,0,0,2,3,4
OL3457861W,0,1,0,5,2
OL3475953W,1,1,5,8,2
OL1902482W,1,1,1,0,4
OL8464993W,1,1,3,13,26
OL4996286W,1,2,2,1,8
OL3519250W,0,0,2,6,7
OL11327653W,2,0,3,3,1
OL3771184W,4,1,2,4,2
OL3759019W,0,2,4,1,1
OL3771259W,2,0,2,3,4
OL4233143W,1,0,2,5,3
OL3771282W,2,1,5,4,3
OL3457929W,2,1,3,3,4
OL3845157W,0,0,2,6,3
OL3476081W,0,0,3,1,2
OL15421579W,5,0,2,4,4
OL4233136W,2,0,1,4,5
OL15121008W,0,0,1,1,7
OL3759057W,0,2,4,10,6
OL25960186W,1,0,2,7,4
OL3476067W,0,1,1,7,11
OL111440W,0,0,1,2,1
OL2959327W,0,2,2,7,8
OL4092569W,0,2,4,7,9
OL3759294W,1,1,1,4,5
OL3467523W,0,2,2,6,1
OL59384W,1,3,0,3,11
OL11327969W,1,4,3,1,3
OL8315275W,0,0,6,6,2
OL8433267W,2,0,4,4,8
OL97176W,1,1,2,6,4
OL17884509W,0,0,4,2,5
OL3498562W,1,0,3,7,4
OL66554W,17,18,46,99,212
OL3771313W,1,1,2,2,4
OL3754925W,1,0,2,4,4
OL7990769W,0,0,3,4,1
OL5236262W,1,1,5,1,2
OL3771088W,1,2,2,4,9
OL11327984W,1,0,4,3,1
OL16023738W,0,2,0,4,3
OL109410W,1,0,3,6,5
OL3467508W,0,3,1,1,3
OL24156651W,0,2,3,10,17
OL3845162W,0,0,3,12,5
OL20824826W,7,1,3,1,13
OL3476086W,1,0,4,4,2
OL3294280W,1,1,5,1,7
OL2959347W,0,0,2,6,5
OL3775422W,0,0,3,5,5
OL3773890W,1,1,5,5,7
OL3771258W,0,1,4,0,2
OL4092689W,1,1,0,3,12
OL16772680W,0,1,3,2,4
OL3773927W,3,0,7,9,10
OL3457710W,0,1,2,2,2
OL2959302W,0,1,2,5,19
OL2705595W,2,0,3,1,2
OL15177089W,0,1,1,4,4
OL3759337W,0,0,0,6,5
OL5236240W,0,0,3,5,1
OL11327967W,2,1,2,2,2
OL5236235W,2,2,7,6,0
OL3457643W,2,3,4,2,5
OL3457673W,0,0,0,5,5
OL3759325W,0,0,4,5,3
OL3759317W,1,1,2,5,5
OL17381610W,0,1,2,4,6
OL15137653W,3,1,6,3,2
OL17864836W,4,2,6,11,11
OL24341413W,9,1,1,2,12
OL20901884W,2,0,0,1,5
OL137163W,2,0,0,0,6
OL26949W,1,0,2,2,5
OL213273W,0,0,0,5,6
OL3759059W,0,1,2,6,7
OL4084691W,1,3,1,6,2
OL3775438W,0,4,6,1,8
OL152331W,0,0,1,3,11
OL468431W,6,16,50,70,92
OL26345722W,6,2,8,17,26
OL3759186W,1,0,3,0,0
OL3771308W,2,3,5,1,1
OL3775505W,1,0,3,2,3
OL4228753W,1,2,0,3,6
OL460942W,2,1,3,2,3
OL3476063W,2,3,4,4,4
OL3775497W,0,0,2,4,2
OL17383307W,1,1,5,3,5
OL264676W,0,0,0,1,4
OL3519244W,0,2,3,4,1
OL19713513W,6,1,9,19,37
OL3519319W,0,1,0,3,9
OL3775464W,0,1,4,3,8
OL3845082W,0,0,1,2,7
OL21370801W,1,0,1,0,4
OL16477332W,5,4,6,3,6
OL3759488W,2,0,3,1,0
OL17443847W,2,0,3,0,5
OL3457787W,0,1,2,3,2
OL4689724W,0,0,3,4,2
OL8164704W,2,0,2,2,1
OL33714553W,1,1,7,2,4
OL18027245W,0,1,6,2,4
OL3475987W,0,1,2,3,2
OL15714082W,0,3,3,7,1
OL17733454W,1,0,2,6,3
OL17862825W,0,0,2,6,2
OL3754810W,1,3,3,2,3
OL3771209W,2,2,2,4,6
OL3476070W,1,0,2,3,5
OL16310814W,1,0,2,1,7
OL11327964W,0,0,0,4,6
OL7664479W,0,1,3,1,6
OL3770452W,1,2,4,9,5
OL3775436W,1,2,4,3,9
OL16550681W,6,6,8,9,18
OL3771069W,2,0,3,4,2
OL2959231W,0,1,5,6,4
OL8559418W,0,0,1,4,7
OL26935W,0,0,2,2,5
OL4092578W,0,0,0,3,7
OL4233176W,1,0,4,2,4
OL11327996W,1,0,4,1,2
OL4092688W,2,0,0,3,2
OL3457919W,0,1,2,4,3
OL15600W,0,2,1,2,4
OL17924222W,2,1,3,6,3
OL29330646W,2,0,1,0,11
OL15435078W,0,0,1,8,5
OL16478203W,0,0,1,2,2
OL3519296W,0,1,6,8,1
OL11277284W,2,0,1,11,11
OL20924915W,0,0,4,6,6
OL3773986W,0,2,7,6,7
OL3498631W,1,1,4,2,6
OL17716925W,2,4,11,34,32
OL3771260W,1,3,2,2,0
OL77748W,0,1,5,5,5
OL3457776W,1,0,2,4,7
OL3759345W,1,1,3,3,2
OL4273165W,1,0,2,1,4
OL28708075W,4,0,3,4,9
OL5236205W,1,1,1,9,6
OL21703979W,0,1,3,9,21
OL4233142W,2,3,7,1,6
OL17886378W,4,0,4,9,17
OL9359705W,0,1,5,4,2
OL5691870W,0,0,3,5,5
OL11277305W,0,2,2,11,9
OL8315337W,0,0,5,4,4
OL3759127W,1,0,1,6,1
OL24801992W,1,1,2,1,7
OL8318465W,2,0,2,6,6
OL3467562W,0,1,0,5,3
OL6022024W,0,1,0,1,6
OL3467511W,0,2,2,9,11
OL3754973W,1,0,2,7,2
OL3498725W,0,2,2,9,3
OL11327657W,2,3,2,2,4
OL3498719W,1,0,1,3,6
OL1902417W,0,1,1,2,2
OL3981200W,0,0,2,1,5
OL15149640W,0,0,4,2,4
OL9468121W,2,0,1,5,4
OL21703286W,0,1,3,6,11
OL4463836W,2,0,0,3,7
OL3754953W,0,0,2,7,2
OL4182014W,1,1,2,6,10
OL2705667W,1,1,2,4,3
OL3771227W,3,0,2,3,6
OL3771292W,1,2,2,3,1
OL16586187W,1,0,3,4,5
OL3498770W,0,0,5,3,3
OL3519315W,0,1,3,4,1
OL3294323W,1,1,3,2,1
OL21177W,12,17,37,79,140
OL17625829W,1,0,0,3,28
OL15187926W,1,2,2,2,3
OL11327633W,0,2,2,3,0
OL42539351W,3,0,0,6,14
OL5236238W,1,3,2,3,3
OL54813W,3,0,4,7,11
OL102400W,0,1,2,3,1
OL3457690W,1,0,0,3,6
OL4472976W,2,1,1,4,6
OL11327644W,0,1,1,2,2
OL3771279W,2,3,4,5,6
OL3519323W,2,0,1,5,1
OL3771257W,3,0,2,4,2
OL5236086W,1,0,5,5,1
OL3467534W,0,0,5,3,5
OL17417270W,1,0,0,1,6
OL3498628W,0,0,6,7,6
OL3467591W,1,2,0,2,2
OL3457912W,0,2,4,4,6
OL1882556W,1,1,2,6,3
OL9481338W,0,1,5,2,4
OL16637803W,2,0,1,1,14
OL20577143W,21,3,25,38,97
OL20781257W,2,1,2,5,18
OL3775369W,1,0,2,5,3
OL81294W,3,2,3,3,8
OL21084352W,8,0,6,17,39
OL26952W,1,0,2,2,14
OL1858668W,0,2,3,5,6
OL3845150W,0,0,0,6,8
