edition_key,publish_date,publish_year,publisher,publish_place,publish_country,series
OL34907673M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34907707M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34907762M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34907763M,2017,2017,Cloud Cover Classics,,,
OL34907949M,2017,2017,"Capital Communications, Incorporated",,,
OL34908647M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34908665M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34908711M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34908743M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34908745M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34908985M,2017,2017,Independently Published,,,
OL34909000M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909203M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909237M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909264M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909281M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909285M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909668M,2017,2017,Independently Published,,,
OL34909691M,2017,2017,Independently Published,,,
OL34909924M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909926M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909987M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910101M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910114M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910305M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910578M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910976M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911728M,2017,2017,Independently Published,,,
OL34911915M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34912659M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34912869M,2018,2018,Independently Published,,,
OL34914105M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914113M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914132M,2017,2017,Benediction Classics,,,
OL34941527M,2020,2020,Independently Published,,,
OL34943183M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943365M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943482M,2018,2018,Independently Published,,,
OL34943533M,2018,2018,Independently Published,,,
OL34943779M,2019,2019,Independently Published,,,
OL34944255M,2019,2019,"Blurb, Incorporated",,,
OL34944906M,2019,2019,Bibliotech Press,,,
OL34945372M,2019,2019,Independently Published,,,
OL34945378M,2019,2019,Independently Published,,,
OL34945534M,2019,2019,Independently Published,,,
OL34947897M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34947937M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34948765M,2018,2018,Independently Published,,,
OL34949930M,2018,2018,Independently Published,,,
OL34909553M,2017,2017,"Capital Communications, Incorporated",,,
OL34909687M,2017,2017,Independently Published,,,
OL34909771M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909829M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909852M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909913M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909921M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910303M,2017,2017,AEon,,,
OL34910538M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910571M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910600M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910774M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911166M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911329M,2017,2017,Independently Published,,,
OL34911447M,2017,2017,"Creative Media Partners, LLC",,,
OL34912543M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34913073M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34913900M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914275M,2018,2018,Independently Published,,,
OL34914318M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914385M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34942862M,2020,2020,Hoffmann & Hoffmann,,,
OL34942934M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943436M,2018,2018,Independently Published,,,
OL34943950M,2018,2018,Independently Published,,,
OL34944652M,2017,2017,Creation Publishers,,,
OL34945100M,2019,2019,Independently Published,,,
OL34947744M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34947965M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34948190M,2018,2018,Independently Published,,,
OL34949509M,2017,2017,Creation Publishers,,,
OL34909827M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909833M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909838M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909854M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34909914M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910032M,2017,2017,Independently Published,,,
OL34910082M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910460M,2017,2017,AEon,,,
OL34910543M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910771M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34910981M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911145M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911172M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911435M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34911446M,2017,2017,"Creative Media Partners, LLC",,,
OL34912036M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34912155M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34912245M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34912264M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34912900M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34913086M,2018,2018,Publishers of the Valley,,,
OL34913867M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914042M,2018,2018,Independently Published,,,
OL34914070M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34914133M,2017,2017,Benediction Classics,,,
OL34942911M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943221M,2012,2012,Simon & Brown,,,
OL34943325M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943391M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34943956M,2018,2018,Simon & Brown,,,
OL34944868M,2019,2019,Independently Published,,,
OL34945709M,2020,2020,iBoo Press House,,,
OL34947602M,2020,2020,New West Press,,,
OL34947732M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34948937M,2018,2018,Creation Publishers,,,
OL34949380M,2019,2019,"Blurb, Incorporated",,,
OL34949997M,2019,2019,HardPress,,,
OL34950232M,2019,2019,Independently Published,,,
OL34950649M,2019,2019,12th Media Services,,,
OL34950897M,2020,2020,Independently Published,,,
OL34952384M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952409M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952500M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952969M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34953440M,2018,2018,Independently Published,,,
OL34954320M,2019,2019,Steven Evans,,,
OL34954412M,2019,2019,Independently Published,,,
OL34955781M,2020,2020,Independently Published,,,
OL34963817M,2020,2020,Independently Published,,,
OL34963821M,2020,2020,Independently Published,,,
OL34966562M,2020,2020,Independently Published,,,
OL34969543M,2020,2020,East India Publishing Company,,,
OL34969545M,2020,2020,Independently Published,,,
OL34969733M,2020,2020,Independently Published,,,
OL34969734M,2020,2020,Independently Published,,,
OL35871584M,2012,2012,HarperCollins Publishers,,,
OL36121208M,2021,2021,Independently Published,,,
OL36113061M,2021,2021,Independently Published,,,
OL36392182M,2021,2021,Digireads.com Publishing,,,
OL37020287M,"Jan 25, 2006",2006,Premier Classics,,,
OL37588478M,2021,2021,Independently Published,,,
OL38166215M,2022,2022,Independently Published,,,
OL38164601M,2020,2020,Independently Published,,,
OL39454849M,2023,2023,"Sterling Publishing Co., Inc.",,,
OL38563929M,"Jan 01, 1983",1983,Easton Press,,,
OL38555438M,2022,2022,Clapton Commons Publishing,,,
OL38501369M,2022,2022,Midden,,,
OL38454391M,2021,2021,Independently Published,,,
OL38448958M,2022,2022,Independently Published,,,
OL34951229M,2020,2020,Independently Published,,,
OL34951336M,2020,2020,Independently Published,,,
OL34952577M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952643M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952956M,2018,2018,Independently Published,,,
OL34953439M,2018,2018,Independently Published,,,
OL34953626M,2017,2017,Creation Publishers,,,
OL34954979M,2019,2019,Independently Published,,,
OL34955530M,2020,2020,Independently Published,,,
OL34958854M,2020,2020,Independently Published,,,
OL34963731M,2020,2020,Independently Published,,,
OL34964187M,2020,2020,Independently Published,,,
OL34966508M,2020,2020,Independently Published,,,
OL34967535M,2020,2020,Independently Published,,,
OL34968712M,2020,2020,Independently Published,,,
OL34969732M,2020,2020,Independently Published,,,
OL34984479M,2021,2021,MiraVista Press,,,
OL36025190M,"Jan 23, 2016",2016,CreateSpace Independent Publishing Platform,,,
OL36135470M,2021,2021,Independently Published,,,
OL36440615M,2021,2021,Independently Published,,,
OL37004294M,2020,2020,Independently Published,,,
OL37001444M,2021,2021,Independently Published,,,
OL36989030M,2021,2021,Independently Published,,,
OL37620674M,2020,2020,Independently Published,,,
OL37590288M,2022,2022,Independently Published,,,
OL37702588M,2021,2021,Independently Published,,,
OL37658019M,2021,2021,Independently Published,,,
OL39410520M,2022,2022,Independently Published,,,
OL39220609M,"Aug 09, 1998",1998,Barnes & Noble,,,
OL39119750M,2018,2018,"Creative Media Partners, LLC",,,
OL38558945M,2022,2022,Independently Published,,,
OL38552984M,2022,2022,Midden,,,
OL38541244M,2021,2021,Independently Published,,,
OL38518678M,2022,2022,Midden,,,
OL38489275M,2021,2021,Independently Published,,,
OL38450403M,2022,2022,Midden,,,
OL34952642M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34952847M,2018,2018,"Wildside Press, LLC",,,
OL34953450M,2018,2018,Simon & Brown,,,
OL34954366M,2019,2019,Independently Published,,,
OL34954653M,2019,2019,Independently Published,,,
OL34954936M,2014,2014,Maple Press,,,
OL34955506M,2020,2020,Independently Published,,,
OL34961645M,2020,2020,Independently Published,,,
OL34961724M,2020,2020,Independently Published,,,
OL34969423M,2020,2020,Independently Published,,,
OL34969731M,2020,2020,Independently Published,,,
OL61334216M,1892,1892,John B. Alden,New York,nyu,
OL35875596M,2013,2013,HarperCollins Publishers,,,
OL36115570M,2021,2021,Independently Published,,,
OL36081304M,2021,2021,Independently Published,,,
OL36365894M,2021,2021,Independently Published,,,
OL36365894M,2021,2021,Independently published,,,
OL36451048M,2020,2020,Independently Published,,,
OL37588859M,2021,2021,Independently Published,,,
OL38132864M,2021,2021,Independently Published,,,
OL39439643M,2021,2021,Independently Published,,,
OL39395832M,2022,2022,Independently Published,,,
OL39119219M,2018,2018,"Creative Media Partners, LLC",,,
OL39044177M,2018,2018,"Creative Media Partners, LLC",,,
OL38955509M,2021,2021,Independently Published,,,
OL38558616M,2021,2021,Independently Published,,,
OL38551984M,2020,2020,Independently Published,,,
OL38550220M,2021,2021,Independently Published,,,
OL38543238M,2022,2022,Independently Published,,,
OL38538951M,2022,2022,Pierian Springs Press,,,
OL38472136M,2021,2021,Independently Published,,,
OL38455970M,2020,2020,Independently Published,,,
OL24577882M,2009,2009,Broadview Editions,"Peterborough, Ont",onc,Broadview Editions
OL11623186M,"October 31, 2005",2005,Impala,,,
OL9209158M,"June 1, 1996",1996,HarperCollins,,,
OL7357080M,"February 24, 1994",1994,Penguin Books Ltd,,,
OL7357080M,"February 24, 1994",1994,Penguin Classics,,,
OL8998489M,"November 26, 1992",1992,Everyman's Library,,,
OL7358907M,"March 30, 2000",2000,Penguin Classics,,,
OL24914793M,2011,2011,Kennebec/Chivers,"Waterville, Me",meu,Perennial favorites collection
OL23991880M,2009,2009,Broadview Editions,"Peterborough, Ont",onc,Broadview Editions
OL14981435M,1987,1987,Mills & Boon,,xxk,
OL9575248M,"May 1, 1988",1988,Harlequin,,,
OL29179891M,2013,2013,"Harlequin Mills & Boon, Limited",,,
OL38274169M,2012,2012,Harlequin Enterprises ULC,,,
OL9398822M,"September 1, 2007",2007,Harlequin,,,Wedlocked!
OL24252066M,2007,2007,Harlequin,"Toronto, Ontario",nyu,
OL28991423M,2007,2007,"Harlequin Mills & Boon, Limited",,,
OL29108548M,2010,2010,"Harlequin Mills & Boon, Limited",,,
OL29666598M,2012,2012,"Harlequin Enterprises, Limited",,,
OL43481001M,2007-01-01,2007,Harlequin Books,,,
OL21220748M,1979,1979,Mills and Boon,London,xxk,
OL9774846M,June 1980,1980,Harlequin Books,Canada,,
OL11658583M,October 1986,1986,G K Hall & Co,,,
OL8926729M,July 2001,2001,Dales Large Print Books,,,
OL8926729M,July 2001,2001,Dales large print Books,,,
OL60429490M,2013,2013,Intrínseca,Brazil,,
OL26127600M,2013,2013,Puffin,First published in the USA,,Heroes of Olympus
OL27184115M,2015,2015,Эксмо,Moskva,ru,Geroi Olimpa -- kniga 4
OL27201480M,2014,2014,,,vm,Tủ sách văn học Mỹ
OL27201480M,2014,2014,,,vm,Các anh hùng của đỉnh Olympus -- Phần 4 series
OL27201480M,2014,2014,,,vm,Các anh hùng của đỉnh Olympus -- Phần 4 series.
OL27201977M,2014,2014,Yuan liu chu ban shi ye gu fen you xian gong si,Taibei Shi,ch,Hun xue ying ying xiong = -- The heroes of Olympus -- 4
OL27201977M,2014,2014,Yuan liu chu ban shi ye gu fen you xian gong si,Taibei Shi,ch,Lü du yu = -- Read it!
OL27201977M,2014,2014,Yuan liu chu ban shi ye gu fen you xian gong si,Taibei Shi,ch,Hun xue ying ying xiong -- 4.
OL27201977M,2014,2014,Yuan liu chu ban shi ye gu fen you xian gong si,Taibei Shi,ch,Lü du yu cong shu
OL27302633M,"Oct 22, 2013",2013,Disney-Hyperion,,,
OL27581780M,2013-10-08,2013,Disney Hyperion,,,The Heroes of Olympus #4
OL28784639M,2013,2013,Thorndike Press,,,
OL33402242M,"Jan 01, 2015",2015,Random House,,,
OL32988155M,"Oct 08, 2013",2013,Listening Library,,,
OL26655962M,2015,2015,Disney Hyperion Books,New York,,
OL56977858M,"October 8, 2013",2013,Disney • Hyperion Books,"New York, USA",,The Heroes of Olympus #4
OL40867905M,2019,2019,Kimera,,,"Els herois de l'Olimp, ; 4"
OL25431991M,2013,2013,schoolastics,,,
OL9749839M,November 2002,2002,Thorndike Press,,,
OL9747163M,November 2002,2002,Thorndike Press,,,
OL21220907M,1980,1980,Mills and Boon,London,xxk,
OL29053848M,2010,2010,"Harlequin Mills & Boon, Limited",,,
OL8978443M,"September 1, 1997",1997,Wordsworth Editions Ltd,,,
OL7576726M,"November 1, 1983",1983,Signet Classics,,,
OL7577118M,"November 1, 1983",1983,Signet Classics,,,
OL22902066M,1953,1953,Bompiani,Milano,it ,Opere complete di Joseph Conrad -- 7
OL10240746M,"January 10, 1997",1997,Harlequin Mills & Boon,,,
OL18452115M,1997,1997,Mills & Boon,Richmond,enk,Enchanted
OL29810180M,2019,2019,"Harlequin Enterprises, Limited",,,
OL29264461M,2015,2015,"Harlequin Mills & Boon, Limited",,,
OL29667545M,2013,2013,"Harlequin Enterprises, Limited",,,
OL29162097M,2013,2013,"Harlequin Mills & Boon, Limited",,,
OL9612311M,"September 1, 2007",2007,Harlequin,,,
OL9587185M,October 1986,1986,G K Hall & Co,,,
OL25432910M,2013,2013,Disney Hyperion,"New York, USA",,The Heroes of Olympus
OL25432833M,2013,2013,Rick Riordan,,,
OL26497631M,8 october 2013,2013,Disney publishing,,,
OL28002001M,"May 05, 2013",2013,Hyperion Books For Children,,,
OL28540728M,2014,2014,Puffin,,,
OL42330135M,2017,2017,Puffin,,,
OL42344505M,2013,2013,Disney - Hyperion Books,,,
OL42352536M,2013,2013,Disney - Hyperion Books,,,
OL27993708M,2013,2013,Disney-Hyperion Books,,,
OL39825251M,2015,2015,Scholastic Inc.,New York,nyu,The Heroes of Olympus -- bk. four
OL53339426M,2013,2013,Bound to Stay Bound Books,,,
OL35359106M,2017-01-03,2017,Doğan Egmont,,,Olimpos Kahramanlari 4
OL47819043M,2017-09-01,2017,Carlsen,,,Helden des Olymp 4
OL9745112M,November 2002,2002,Thorndike Press,,,
OL18775161M,2002,2002,Mills & Boon,Richmond,enk,Modern romance -- MR187
OL10691179M,1980,1980,Harlequin,,,
OL10280745M,"September 13, 1991",1991,Harlequin Mills & Boon,,,
OL21084927M,1993,1993,Harmex,Mexico,mx ,Jazmin
OL29242984M,2013,2013,"Harlequin Mills & Boon, Limited",,,
OL12033557M,January 1991,1991,"Audio Book Contractors, Inc.",,,
OL9602961M,May 1989,1989,ISIS Large Print Books,,,
OL23762121M,1947,1947,J. M. Dent,London,enk,Collected edition of the works of Jospeh Conrad
OL7351546M,"November 1, 1996",1996,Penguin (Non-Classics),,,
OL9983895M,"October 2, 2007",2007,Random House UK,,,
OL24864106M,1921,1921,"Doubleday, Page & Co.","Garden City, N.Y",nyu,
OL9360655M,"September 15, 1996",1996,St. Martin's Paperbacks,,,
OL22965978M,1998,1998,Lin bai chu ban she you xian gong si,Taibei Shi,ch ,Lang man xin dian -- 5
OL10741119M,1997,1997,Harlequin,,,
OL10240753M,August 1997,1997,Ulverscroft Large Print,,,
OL29665280M,2013,2013,"Harlequin Enterprises, Limited",,,
OL29665280M,2013,2013,Harlequin Presents Larger Print,,,
OL26041820M,2013,2013,Harlequin (UK),,,
OL26011570M,2013,2013,Harlequin (UK),,,
OL26388062M,2013,2013,Harlequin,,onc,Harlequin presents -- 3130
OL29666980M,2013,2013,"Harlequin Enterprises, Limited",,,
OL22619243M,1985,1985,Mills & Boon,London,xxk,Bestseller Romance
OL26152130M,2013,2013,Penguin Group (Australia),"Melbourne, Australia",,
OL27164652M,2014,2014,Vintage Español,Nueva York,nyu,Los héroes del Olimpo -- libro cuatro
OL27164652M,2014,2014,Vintage Espanol,Nueva York,nyu,Los héroes del Olimpo -- libro cuatro
OL32688456M,2019-09,2019,Disney-Hyperion,,,
OL42336288M,2013,2013,Disney - Hyperion Books,,,
OL38691403M,2013,2013,"Penguin Books, Limited",,,
OL28027230M,2013,2013,Disney Publishing Worldwide,,,
OL25438740M,2014,2014,Montena,Spain,,"Los Héroes del Olimpo, 4"
OL26426200M,2013,2013,Galeria Książki,"Kraków, Poland",,Olimpijscy herosi #4
OL60888215M,2025,2025,"Entangled Publishing, LLC",,,
OL60851460M,2025,2025,Hodder & Stoughton,,,
OL60408945M,2023-04-25,2023,Tantor Audio,,,
OL50718463M,2024,2024,Penguin Random House Grupo Editorial,,,La ciudad de los vientos #1
OL48679323M,2023,2023,Hodder & Stoughton,,,Windy City Book 1
OL38441035M,2022,2022,Independently Published,,,
OL38424496M,2022,2022,Independently Published,,,
OL38418936M,2021,2021,Independently Published,,,
OL55002481M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55174297M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55426857M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL37607925M,2021,2021,Independently Published,,,
OL40531466M,2017,2017,Independently Published,,,
OL54527824M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL55278778M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL42629530M,2022,2022,Independently Published,,,
OL42603296M,2021,2021,Independently Published,,,
OL45762479M,2009-10-20,2009,CreateSpace,,,
OL46455856M,2022,2022,"Creative Media Partners, LLC",,,
OL46782676M,2020,2020,Independently Published,,,
OL46759894M,2020,2020,Independently Published,,,
OL48284479M,2021,2021,Independently Published,,,
OL48235600M,2021,2021,Independently Published,,,
OL54880797M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55248325M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL33339924M,1947,1947,SPCK Publishing,,,
OL33505908M,2014,2014,"Open Road Integrated Media, Inc.",,,
OL33990238M,2012,2012,"Dover Publications, Incorporated",,,
OL34068732M,2006,2006,"Little, Brown Book Group Limited",,,
OL34070011M,2015,2015,Joe Books Inc.,,,
OL34070020M,2016,2016,Joe Books Inc.,,,
OL34412517M,2002,2002,"Multilingua, Incorporated",,,
OL34418733M,1996,1996,"Multilingua, Incorporated",,,
OL34425058M,2007,2007,"Creative Media Partners, LLC",,,
OL34429125M,2008,2008,Read Books,,,
OL34446271M,2010,2010,"Creative Media Partners, LLC",,,
OL34448922M,2010,2010,"Creative Media Partners, LLC",,,
OL34452303M,2010,2010,Simon & Brown,,,
OL34454208M,2010,2010,IndoEuropeanPublishing.com,,,
OL38431432M,2020,2020,Independently Published,,,
OL46635384M,2021,2021,Independently Published,,,
OL54757170M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54827476M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55125297M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55208504M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55198262M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55188202M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL34924759M,2018,2018,MiraVista Press,,,
OL36521193M,2021,2021,Independently Published,,,
OL36941935M,2021,2021,Independently Published,,,
OL38460383M,2020,2020,Independently Published,,,
OL38415685M,2022,2022,Independently Published,,,
OL40570596M,2016,2016,Independently Published,,,
OL40533805M,2017,2017,Independently Published,,,
OL55320030M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55540083M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55703229M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL42610046M,2022,2022,Independently Published,,,
OL42901144M,2007-11-01,2007,"Prestwick House, Inc.",,,
OL46913157M,1906-01-01,1906,"J. M. Dent, London",,,
OL47232429M,"Feb 18, 2021",2021,Reader's Library Classics,,,
OL47167006M,"Nov 01, 2015",2015,MAXTOR,,,
OL47167006M,"Nov 01, 2015",2015,Editorial Maxtor,,,
OL47131144M,"Mar 16, 1982",1982,Random House Inc,,,
OL54210641M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL56631162M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL59777774M,1955,1955,Nil,Tihrān,ir,
OL34182226M,2021,2021,West Margin Press,,,
OL34412660M,2005,2005,Bed Books,,,
OL34414741M,2005,2005,Bed Books,,,
OL34416512M,2004,2004,Dales Large Print Books,,,
OL34417008M,2005,2005,Dodo Press,,,
OL34418412M,2008,2008,Arc Manor,,,
OL34422548M,2005,2005,Digireads.com Publishing,,,
OL34426575M,2004,2004,IndyPublish.com,,,
OL34432492M,2009,2009,Martino Fine Books,,,
OL34445127M,2010,2010,"Creative Media Partners, LLC",,,
OL34445292M,2010,2010,General Books LLC,,,
OL34446272M,2010,2010,"Creative Media Partners, LLC",,,
OL34448952M,2010,2010,"Creative Media Partners, LLC",,,
OL34452001M,2010,2010,"Lulu Press, Inc.",,,
OL34454047M,2010,2010,"Creative Media Partners, LLC",,,
OL54634726M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55044862M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55021538M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55072942M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56064573M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL34821487M,2011,2011,T G S,,,
OL35168712M,2021,2021,METALit,,,
OL36315015M,2015,2015,Diversion Publishing Corp.,,,
OL37710939M,2021,2021,Independently Published,,,
OL40788581M,2016,2016,Independently Published,,,
OL45969072M,2009-06-29,2009,"Book Sales, Inc.",,,
OL42641018M,2020,2020,Independently Published,,,
OL42626915M,2021,2021,Independently Published,,,
OL42561591M,2020,2020,Independently Published,,,
OL45506502M,1948,1948,Iwanami Shoten,Tokyo,ja,Iwanami bunko -- no. 480-482
OL46913807M,1950-01-01,1950,The Modern Library,,,
OL46913807M,1950-01-01,1950,Modern Library - Random House,,,
OL46829104M,2021,2021,Independently Published,,,
OL46761305M,2021,2021,Independently Published,,,
OL46739544M,2020,2020,Independently Published,,,
OL48250088M,2020,2020,Independently Published,,,
OL33542213M,2014,2014,"Open Road Integrated Media, Inc.",,,
OL34043544M,2013,2013,Joe Books Inc.,,,
OL34420631M,2004,2004,"Kessinger Publishing, LLC",,,
OL34448862M,2010,2010,"Creative Media Partners, LLC",,,
OL34454377M,2007,2007,"Penguin Books, Limited",,,
OL34458179M,2010,2010,Simon & Brown,,,
OL34468547M,2011,2011,Martino Fine Books,,,
OL34470995M,2012,2012,"Creative Media Partners, LLC",,,
OL34494206M,2013,2013,"Wilder Publications, Incorporated",,,
OL34502154M,2012,2012,"Dover Publications, Incorporated",,,
OL34514316M,2014,2014,"Trajectory, Incorporated",,,
OL34526884M,2014,2014,"Readerlink Distribution Services, LLC",,,
OL34534362M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL34724226M,2018,2018,"OM Publications, India",,,
OL34816651M,2004,2004,"Kessinger Publishing, LLC",,,
OL34818346M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34818953M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34820982M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34827323M,2009,2009,Marco Book Company,,,
OL34830270M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34831778M,1962,1962,Perfection Learning Corporation,,,
OL34834315M,2009,2009,Marco Book Company,,,
OL34836046M,2011,2011,"Editions Artisan Devereaux, LLC",,,
OL34837147M,2002,2002,"Recorded Books, Inc.",,,
OL34837427M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL34839492M,2011,2011,Smashbooks,,,
OL34841264M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL34841710M,2000,2000,"Leonard Corporation, Hal",,,
OL34841941M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL34843449M,2011,2011,Tribeca Books,,,
OL34844040M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL34847806M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL34849254M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL34849511M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL34850115M,2011,2011,Gladius Books,,,
OL34850654M,2011,2011,"Copia Interactive, LLC",,,
OL34852252M,2013,2013,Kaplan Publishing,,,
OL34454448M,2010,2010,"Creative Media Partners, LLC",,,
OL34467976M,2011,2011,Publishing in Motion,,,
OL34470999M,2012,2012,"Creative Media Partners, LLC",,,
OL34472942M,2011,2011,Tredition GmbH,,,
OL34492569M,2013,2013,Books on Demand,,,
OL34492569M,2013,2013,Book on Demand Ltd.,,,
OL34513706M,2014,2014,"Open Road Integrated Media, Inc.",,,
OL34693333M,2020,2020,West Margin Press,,,
OL34815498M,2004,2004,Digireads.com Publishing,,,
OL34817816M,2009,2009,Marco Book Company,,,
OL34818843M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34820990M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34821255M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34823863M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34828339M,2011,2011,Tribeca Books,,,
OL34829608M,2009,2009,Marco Book Company,,,
OL34833019M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL34837139M,2002,2002,"Recorded Books, Inc.",,,
OL34837374M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL34839755M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL34840753M,2012,2012,CreateSpace Independent Publishing Platform,,,
