edition_key,publish_date,publish_year,publisher,publish_place,publish_country,series
OL55632570M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55652604M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55657499M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55668599M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55683122M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55707531M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55709448M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55714120M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55731892M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55746901M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55746909M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55809104M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55812795M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55814779M,2017,2017,Cloud Cover Classics,,,
OL55859847M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55893433M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55894496M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55894709M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55918619M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55951139M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56034913M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56035071M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55495296M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55526163M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55581058M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55598038M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55604830M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55625853M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55645041M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55651644M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55691935M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55700050M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55708293M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55748303M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55756373M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55769144M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55782872M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55783364M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55784632M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55792109M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55792907M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55801604M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55871155M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55878858M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55883622M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55888140M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55889514M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55894384M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55902891M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55902924M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55905477M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55923377M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55948983M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55949621M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55951105M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55951164M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55951479M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55495572M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55524675M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55529172M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55561348M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55580157M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55582069M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55585390M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55597240M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55600170M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55604894M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55605478M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55623521M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55630271M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55631700M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55661359M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55662757M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55694919M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55710411M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55716334M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55747489M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55813909M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55819637M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55824332M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55886057M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55901548M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55917473M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55919168M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55923426M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55953368M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55968923M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55983584M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55985775M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55988228M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL56034569M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56035218M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56041996M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56047561M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56055068M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56056742M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56057955M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56058420M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56071488M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56071618M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56073504M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56105183M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56116411M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56147188M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54879311M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56350508M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56366990M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56375176M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56380848M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56381773M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56398361M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56398687M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56404344M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56415631M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54883147M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54937201M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL54983141M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54984413M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55011328M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55026711M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55046184M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55052058M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55070255M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55084548M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55084976M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55099479M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56050609M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56053675M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56106712M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56136997M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56142363M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56352292M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56354872M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56367839M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56375152M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56380187M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56397126M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56424008M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56443140M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54882262M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54889024M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54889633M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54894520M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54894620M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54904960M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54918885M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54921550M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54927768M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54937855M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54978075M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55000097M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55000239M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55010738M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55013078M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55015088M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55018380M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55019145M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55021301M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55072584M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55095209M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56054051M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56055373M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56058432M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56058955M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56062769M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56125749M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56144906M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56147963M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56345258M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56348678M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56349145M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56377706M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56390751M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56390926M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56398408M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56411950M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56420424M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56429208M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54909713M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54917033M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54918084M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54918558M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54938699M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL54951470M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54981463M,2016,2016,Atlantic Editions,,,
OL55007422M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55008122M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55012628M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55028655M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55079940M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55086229M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55100422M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55101237M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55112517M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55128844M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55157843M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55180339M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55209976M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55243098M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55266739M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55273808M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55282317M,2014,2014,Summit Press,,,
OL55321367M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55324544M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55336088M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55351498M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55355114M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55369847M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55393793M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL55398065M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55401954M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55425907M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54425602M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL55070698M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54344739M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54210589M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL53268411M,2024,2024,"Wordsworth Editions, Limited",,,
OL52964366M,1934,1934,Treves,Milano,it,
OL52964358M,1928,1928,Gyldendalske boghandel nordisk forlag,København],dk,Gyldendals bibliotek -- 26
OL52244311M,1847,1847,World Publishing Co.,,,
OL51868936M,2017,2017,Blurb,,,
OL51901631M,2017,2017,Blurb,,,
OL52069891M,2017,2017,Blurb,,,
OL53961863M,2014,2014,Andrews UK Ltd.,,,
OL54076303M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54118679M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54132796M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54133330M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54142131M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54153779M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL54164368M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54187032M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54198852M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL55104769M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55128220M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55128556M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55130588M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55135849M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55147684M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55166518M,1847,1847,CreateSpace Independent Publishing Platform,,,
OL55167369M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55167623M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55170354M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55172412M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55190972M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55205252M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55206439M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55260015M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55265526M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55319765M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55320815M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55327931M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55347490M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55352262M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55354352M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55356457M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55365076M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54277538M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54133296M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL53539118M,1931,1931,Modern Library,,,
OL53100253M,1940,1940,Triangle Books,New York,nyu,
OL52964529M,1927,1927,"Casa editrice ""Alpes""",Milano,it,
OL52964364M,1933,1933,Payot,Paris,fr,
OL52964362M,1927,1927,Söderström,Porvoo,fi,
OL52896026M,1986-11-12,1986,Random House Audio,,,
OL56891011M,2024,2024,Page Publications,,,
OL51883146M,2011,2011,Golgotha Press,,,
OL52881769M,2018-12-20,2018,Steven Evans,,,
OL53251830M,2009,2009,Hodder & Stoughton,,,
OL54071333M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54072102M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54188319M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL55118283M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55129740M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55140573M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55184173M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55234116M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55263114M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55273779M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL55315579M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55326686M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55353278M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55355998M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55369603M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55405353M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55409996M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL52670748M,1973,1973,Simon and Schuster,,,
OL53785876M,,,"Holt,Rinehart & Winston of Canada Ltd",,,
OL52063627M,2017,2017,Blurb,,,
OL52542919M,2016,2016,Little Tiger Press Group,,,
OL54132420M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54189709M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54208324M,2008,2008,CreateSpace Independent Publishing Platform,,,
OL54212115M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54219143M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL54302000M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54327563M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54363193M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54415745M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54447607M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54511366M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54513850M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54530534M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54536745M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54548214M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54549100M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54586417M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL51719263M,1950,1950,Rinehart,,,
OL51071254M,2013,2013,eBookit.com,,,
OL51002644M,1963,1963,WASHINGTON SQUARE PRESS,,,
OL51004548M,1907,1907,"Doubleday, Page andCo.",,,
OL51113709M,2024,2024,Page Publications,,,
OL51475625M,1938,1938,J. M. Dent & Sons Ltd.,,,
OL50514947M,2009-03-19,2009,BiblioLife,,,
OL49635430M,1940-01-01,1940,The Book League of America,,,
OL50991745M,1940,1940,The Book League of America,,,
OL48424225M,2021,2021,Independently Published,,,
OL54581011M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL48599692M,1989-07,1989,Econo-Clad Books,,,
OL56167686M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL56186374M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55426426M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56203054M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55629112M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55370233M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55164462M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55016322M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54837925M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55566640M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL56423603M,2017,2017,Mybook,,,
OL55017803M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55203927M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54211663M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54223537M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL54224707M,2011,2011,CreateSpace Independent Publishing Platform,,,
OL54322454M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54387082M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54390151M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54479730M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54505163M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54527656M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54530834M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54547862M,2009,2009,CreateSpace Independent Publishing Platform,,,
OL54585901M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54596812M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54608602M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL51495574M,,,Blackie and Son,,,
OL51325992M,2024,2024,"Peter Pauper Press, Incorporated",,,
OL51128425M,2024,2024,Ft. Raphael Publishing Company,,,
OL50992439M,1968,1968,"Washington Square Press, Inc.",,,
OL43449008M,2010,2010,CreateSpace Independent Publishing Platform,,,
OL54880205M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56149170M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56161663M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL55800723M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55395560M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55669063M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55117591M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55076440M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55038767M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL56233045M,2016,2016,Bookstore,,,
OL54728264M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54710880M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL55028236M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54232675M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54308018M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54333061M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54431588M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54473510M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54517579M,2012,2012,CreateSpace Independent Publishing Platform,,,
OL54528754M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54538628M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54585960M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54593307M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL54608072M,2013,2013,CreateSpace Independent Publishing Platform,,,
OL51003800M,1951,1951,Pocket Books,,,
OL50548222M,2009-07-15,2009,CreateSpace Independent Publishing Platform,,,
OL47827042M,2009-11-11,2009,Penguin Classics Hardcover,,,
OL42905196M,1950?,1950,Heritage Press,"Norwalk, Connecticut",,
OL51261075M,1993,1993,W. W. Norton & Company,New York,,
OL50451199M,1963,1963,Heinemann,London,,
OL55487387M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55711432M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55160014M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55358695M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54910046M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54874696M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL55028680M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL55954344M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL56306479M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54665629M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54673446M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54675202M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54676016M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54705341M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54711849M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54716585M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54724702M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54740561M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54752279M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54777972M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54783579M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54797241M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54799395M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54800480M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54872610M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL49835458M,1968,1968,Heron Books,,,
OL49952043M,1965,1965,Harper & Row,,,
OL49837284M,2012,2012,Splinter,New York,,
OL49829475M,2013,2013,Denton & White,,,
OL43981035M,1944,1944,Shang wu yin shu guan,[S.l.],cc,
OL35361509M,"Oct 28, 2011",2011,Anonim Yayinlari,,,
OL35310511M,"Oct 17, 2019",2019,Artemis Yayınları,,,
OL35387099M,"Oct 29, 2011",2011,Alter Yayinlari,,,
OL35404180M,"Jan 01, 2000",2000,Islik Yayinlari,,,
OL35421304M,"Oct 31, 2019",2019,Koridor Yayincilik,,,
OL35519076M,"Oct 30, 2016",2016,Koridor Yayincilik,,,
OL35614459M,"Nov 05, 2013",2013,Imge Kitabevi,,,
OL35646100M,"Nov 07, 2017",2017,Bilge Kültür Sanat,,,
OL48417438M,2020,2020,Independently Published,,,
OL56636137M,2015,2015,CreateSpace Independent Publishing Platform,,,
OL54655962M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54659070M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54668726M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54669463M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54676276M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54712805M,2018,2018,CreateSpace Independent Publishing Platform,,,
OL54741981M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL54773201M,2014,2014,CreateSpace Independent Publishing Platform,,,
OL54788040M,2016,2016,CreateSpace Independent Publishing Platform,,,
OL54796556M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54838497M,2017,2017,CreateSpace Independent Publishing Platform,,,
OL54839079M,2017,2017,CreateSpace Independent Publishing Platform,,,
