work_key,title,subtitle,description,first_sentence,edition_count,first_publish_year,first_publish_date
OL4052079W,A Second Match,,"Widowed Gwen Tarrant has taken a position of companion to starchy Lady Chumleigh to support her family, which has lost everything due to  their feckless father’s gambling. Gwen’s life gets more complicated though when Lady Chumleigh’s accomplished and divinely handsome nephew Lucian, Lord Warrick, arrives with some friends for an extended visit. Warrick finds spirited and beautiful Gwen a worthy challenge of his seductive skills, while Gwen struggles to resist his appeal. But just as deeper feelings start to draw the two together, Gwen’s father reappears and causes Warrick to believe the worst of the woman he cannot get out of his mind or heart.",,1,1993,
OL16041717W,Her Forbidden Bridegroom,,"When Lorna Farrell finds herself caught up in a pretend engagement with handsome oil tycoon Mitch Ellery, she knows she's playing with fire. Mitch is the key to Lorna being reunited with her real family. He's also the only man she's ever loved -- and the one man she can't have!

Mitch must never guess Lorna's true feelings, but pretending to be in love leads to complications. If Lorna walks away, she loses everything. But as the attraction between them intensifies, should she take a risk and confess her secrets?",,2,2002,
OL4342697W,To buy a bride,,"Jealousy stabbed Philippa as she thought of Rose and Luke together. Jealousy--and a deep sense of loss.

Loss of what? Of Luke? Was she so possessive that she couldn't bear to think of him with another woman even though she didn't want him herself?

But she did want him! The realization stunned her. It was an annihilating admission that destroyed the whole fabric of pretense she'd constructed from the day she had married Luke.",,3,1976,
OL5695245W,Expecting His Love-Child,,"The one-night baby! Levander Kolovsky has a dark, dangerous past. He trusts only himself and doesn't want a wife or an heir to the Kolovsky name. Millie has returned to Australia to find Levander. They shared one unforgettable night together. And now she's come to tell her secret: she's expecting his baby....",,7,2007,
OL14851670W,Give Me One Summer,,"Melissa Barclay an aspiring writer, Lex Carson a lawyer, Melissa's sister Cleo, G-Man the dog and others are caught up with counterfeiters, inheritances and all other mix ups and get their lives untangled. A nice and decent book. Lewiston daily sun in google news archive july 1938 on has most of the daily installments of the book which was serialized. a few of the installments are missing but most of the book is available",,10,1936,1936
OL21676778W,Roommate,,,,3,2020,
OL8365983W,Stars in Your Eyes,,"Kay is on her way to join her brother, whose wife has deserted her child and husband.  As an American government official in Mexico, he is currently swamped dealing with subversive forces trying to cause trouble between the two nations.  
Trusting a 'Detour' sign too quickly, Kay runs into trouble in Texas.  
Complications arise, of course!  

International troublemakers; Beautiful women; Gorgeous haciendas; Personal intrigue...  all part of what makes this a typical Emily Loring book",,11,1941,1941
OL14851679W,Here Comes the Sun!,,"The last of the six Lorraine girls unmarried, daring young Julie has been summoned to the coast of Maine, where her Aunt Martha has consulted the stars to find her a suitable match. Julie fully intends to prove her wrong, but, just as her train is departing, she jumps off to save a runaway dog and is left behind. A sudden storm forces her to take refuge in an old cabin, where she is surprised to encounter a candidate for the state senate and the current state senator, who has a reputation for dirty politics. Julie has walked into a web of smuggling, blackmail, and political intrigue . . . one she may not get out of alive.",,11,1924,1924
OL11930W,A Suitable Boy,,"The tale of Lata's and her mother's attempts to find a suitable boy, through love or through maternal appraisal. Set in post-independence India and involving the lives of four families, it is also an explanation of a whole continent faced with its first great General Election.","'You too will marry a boy I choose,' said Mrs Rupa Mehra firmly to her younger daughter.",28,1993,1993
OL3260978W,A Stranger Came,,"It was a bombshell when old Mr. Elsgood said that a newcomer, Stephen Harmon, was coming from London to take over the law firm of Elsgood and Elsey in the sleepy Midland town of Cheslyn Slade.

Nell, Mr. Elsgood's secretary, was not at all sure that she was going to like the change - especially when she overheard Stephen Harmon saying, ""My secretary works for peanuts. Come to think of it, that's about what she's worth.""",,2,1972,1972
OL3844334W,Wife by Approval,,"Billionaire Richard Anders needed Valentina to claim the spectacular Castle Anders. But he hadn't counted Richard Anderson her breathtaking beauty and playing the part of husband proves more pleasurable than he'd imagined.Valentina's given Richard her innocence in the bedroom, and her word at the altar. But when she learns the truth, will she give him her heart?",,4,2007,
OL3467576W,Tower Of Shadows (Postcards From Europe),,"DESTINATION: FRANCE 

ATTRACTIONS: GREAT FOOD, WINE, ROMANCE...AND ROHAN SAINT YVES 

Here, in the fragrant province of Perigord, lay the mystery of Sabine's past -- the scandal and secrecy of her mother's banishment, and of her father's true identity. And in the vineyards of her ancestors, also lay a future ripe for the taking with Rohan Saint Yves, a man Sabine discovers can love as fiercely as he hates...",,1,1994,"November 1, 1994"
OL921918W,Marriage Under Fire,,"When a marriage has been jogging along comfortably for a few years, it does sometimes happen that one partner -usually the husband -becomes restless, and might get interested in someone else, and the couple go through a bad patch. But in the case of Catherine and Jason Clyde, married happily for eight years and with two children, it was Catherine who found herself becoming more and more unsettled. But was the right answer necessarily for her to go back to work - when this involved getting far too friendly with Russel Thurston?",,7,1983,
OL16772681W,A Stormy Greek Marriage,,"Continued from book#1 The Pregnancy Shock...
A marriage full of secrets – stormy, sexy and set to implode?
Billie’s wedding day should have been the happiest of her life. She was marrying the father of her baby…her secret baby. But 31 year old tycoon Alexei Drakos had suffered amnesia, so he had no recollection of the incredible night he’d spent with Billie a year ago… Tonight he was expecting his new bride to be a virgin…
Billie knew that a marriage laced with hidden surprises was not likely to last. If only for their son’s sake, she had to convince Alexei of the truth…starting tonight in the honeymoon bed… The Drakos Baby Rip-roaring passion, revelations and the reunion of a lifetime! (goodreads.com)  

.
Drakos Baby - Lynne Graham 
1) Pregnancy Shock (Alexei Drakos & Billie Foster) 
2) Stormy Greek Marriage (Alexei Drakos & Billie Foster)",,8,2010,
OL3458039W,Romantic Encounter,,"Renowned consultant Alexander Fitzgibbon had made it clear from the start that their relationship was to remain strictly professional. Yet Florence couldn't help but wonder what lay behind his cool, efficient exterior. If only she could break down the barrier and reach the man behind it...",,11,1992,1992
OL3759454W,Trouble on Tour,,"An imposter in their midst?

 Reece Harland didn't behave like a typical tourist on a Las Vegas bus tour. That's why Lisa, the group's guide, wasn't too surprised to learn he was there on behalf of the company's new management. He'd obviously been sent to check up on things.

 She was surprised, however, by Reece's attitude, especially after he confessed he'd never met a woman capable of measuring up to his requirements.

 It was a challenge Lisa simply couldn't ignore. But did she want Reece to see her as a model employee or a desirable woman...?",,5,1991,
OL16057454W,Teachers Must Learn,,"Laurel was only too pleased to give up schoolteaching in grey, cold England for a while and go out to spend an extended holiday with her brother on the little island of Ladrana, off Portuguese East Africa. She arrived on the island, however, to discover that nearly everyone there, her brother included, seemed bent on arranging a marriage for her - with, of all the unlikely people, Landrana's forbidding overlord, Stephen Barrington! The whole thing was the more ridiculous as both the people concerned, Laurel and Stephen, had not the slightest interest in the project - not, that is, until Stephen's former love, the glamorous Roberta Fransom, turned up, and Laurel had to acknowledge her true feelings, The dignified thing to do seemed to be to retreat, leaving Roberta in triumphant possession - but Laurel was made of sterner stuff .. .",,2,1968,
OL21438800W,Mills and Boon Christmas Treasury of Romance,,"Hardback, By (author)  Lucy Monroe , By (author)  Heidi Rice , By (author)  Liz Fielding , By (author)  Alison Kent , By (author)  Julia James , By (author)  Margaret Moore , By (author)  Pamela Toth , By (author)  Debra Webb , By (author)  Karen Martyn , By (author)  Natasha Oakley",,1,2009,
OL3498586W,The Pregnancy Proposal,,"asha is overjoyed to discover that she's pregnant. But telling Australian tycoon Jared North that he's the father of her baby is the hardest thing she's ever had to do. For three years they've shared an intensely passionate relationship -- but marriage has never been on the agenda.... Then Jared stuns Tasha with a marriage proposal, but, convinced he's just offering marriage out of a strong sense of duty, Tasha is reluctant to become his convenient bride..",,7,2003,2003
OL27436818W,Wildest Dreams,,"Holding out for a hero
Arabella adored the bestselling tales about Palfrey. No man she'd met in real life could quite match up to the gallant fictional hero!

But she knew nothing about the author of the Palfrey stories: the man guarded his real identity fiercely. Until Hollywood made a bid to film his books and it was up to Arabella to track him down.

One surprise was that Robert Lawrence turned out to be just as devilishly handsome as his character, and Arabella could have fallen for him at once! Another was that she realized Robert was someone about whom she already knew quite a lot. At best, this man of her dreams could only ever want an affair.",,8,1997,
OL11277306W,Possession,,"Laura should have realized earlier. Why had it never entered her head? Her grandfather and Dan Harland planning her marriage - to Dan Harland! All her moments of suspicion gelled into the ghastly realization. It was their answer to everything. Keep the firm in the family, and give control to Dan Harland. Laura felt trapped. Her grandfather meant the world to her, yet could she give up her life in order to prolong his? But it took only a few days in Greece with Dan for Laura to see how easily he could manipulate her mind - and her senses!",,4,1979,
OL5810769W,The Greek's Bridal Bargain,,"She was the little rich girl, he was the poor housekeeper's son, and their innocent affair was cruelly crushed. But now Kane Kaproulias has Bryony Mercer in the palm of his hand...
She's been bought with cold, hard cash... Kane will take her and his revenge on her family!
Bryony's family is now penniless and she's at Kane's mercy. He's waited a long time to get Bryony right where he wants her--in his bed, as his wife!",,5,2005,
OL112323W,Wait Until Midnight,,"Adam Hardesty has a serious problem: a diary containing his family's darkest secrets has been stolen and, in the course of investigating his would-be blackmailer, he discovers the dead body of a prominent psychic.

His only lead is a list of the psychic's last visitors. The most likely suspect is a young woman named Mrs. Caroline Fordyce, whom he confronts in her parlour only to discover an inconvenient attraction to this beautiful young widow. But Caroline has secrets of her own and will do anything to avoid another scandal, even if it means journeying deeper in the the shadowy world of psychics, mediums and con artists, to help the enigmatic Mr Hardesty catch a killer.",,20,2004,
OL3458025W,The Summer Idyll - wrong title,,"Phoebe is delighted to accept Dr. George Pritchard's proposal - even though he makes it clear he wants a marriage of convenience. But the excitement of the wedding day touches both their hearts, and suddenly it looks as though their marriage might just be for real.",,3,2001,"October 1, 2001"
OL20504176W,The Golden Puma,,"Catherine had to cope all alone 
Running a sugar plantation was hardly the work for a petite nineteen-year-old; but what choice did Catherine O'Mara have? 

Her father was wrapped up in his own grief over the loss of his wife and son. He had lost interest in Catherine and the farm. 

David Hungerford, Catherine's forceful neighbor, offered help. Catherine soon learned, however, that what she wanted most was not his assistance - but his love.",,1,1980,
OL24701020W,The War of Two Queens,,"From the desperation of golden crowns…

Casteel Da’Neer knows all too well that very few are as cunning or vicious as the Blood Queen, but no one, not even him, could’ve prepared for the staggering revelations. The magnitude of what the Blood Queen has done is almost unthinkable.

And born of mortal flesh…

Nothing will stop Poppy from freeing her King and destroying everything the Blood Crown stands for. With the strength of the Primal of Life’s guards behind her, and the support of the wolven, Poppy must convince the Atlantian generals to make war her way—because there can be no retreat this time. Not if she has any hope of building a future where both kingdoms can reside in peace.

A great primal power rises…

Together, Poppy and Casteel must embrace traditions old and new to safeguard those they hold dear—to protect those who cannot defend themselves. But war is only the beginning. Ancient primal powers have already stirred, revealing the horror of what began eons ago. To end what the Blood Queen has begun, Poppy might have to become what she has been prophesied to be—what she fears the most.

As the Harbinger of Death and Destruction.",,5,2022,
OL4454529W,This Other Eden,,"""The secret of the entire world is whispered here at Eden...."" — Since time out of memory, Eden Castle had ridden the storm-swept Devon cliffs like a ghostly figurehead on a ship of the damned. — He was the last Lord of Eden Castle, Thomas Eden, a man of brooding desire and sudden passion ... — She was his servant girl, Marianne Locke, the fiery young beauty who would rather submit to the cruel kiss of the whip than suffer the lust of a man she did not love...

From the wild Devonshire coast to the glittering literary salons of London, the tumultuous union of these two proud people hazed a raging tempest of enduring love.
Eden:
This Other Eden (Eden, #1)
The Prince of Eden (Eden, #2)
The Eden Passion (Eden, #3)
The Women of Eden (Eden #4)
Eden Rising (Eden, #5)
American Eden (Eden, #6)
Eden and Honor (Eden, #7)",,11,1977,
OL167315W,Temperatures rising,,"From the blockbuster New York Times bestselling author of Texas Sage! and A Whole New Light comes a sizzling tale of a love that bridges two different worlds. Out-of-print for over four years, Temperature's Rising tells a story of love and passion set in the contemporary South Pacific.",,12,1989,
OL3457725W,Fate Is Remarkable,,"Sarah had worked with Hugo van Elven for a long time, and she was astounded when he suddenly proposed to her.

Sarah Dunn and Hugo van Elven were married for the wrong reasons. Even if it was just a marriage of convenience.

They were both recovering from unhappy love affairs. Sarah was looking for comfort and companionship; for Hugo marriage was a social necessity.

Serious complications set in when fate swept unexpectedly through their lives!",,10,1957,"April 10, 2007"
OL16041965W,The Bonded Heart,,"She was old enough to make her own decisions

 Sara partially blamed her brother for her predicament -- she had nowhere to live. So when he tried to prevent her from working as a live-in housekeeper for Brad Garwood, she took the job to spite him.

 It would have been better if her employer hadn't been such a disturbingly virile male. But it was an honest living. Besides, rumor had it that Brad would soon marry possessive Monica Fallon.

 In fact, rumors surrounded Brad's affairs... and Sara had the strangest notion that some of them were true.",,1,1984,
OL3773902W,The Desert Sheikh's Captive Wife,,"Tilda was regretting her short-lived romance with Rashad, the crown prince of Bakhar.  Now, with her impoverished family indebted to him, Rashad was blackmailing Tilda by insisting she pay up...as his concubine! Soon Tilda was the arrogant sheikh's captive in his faraway desert kingdom. Then Rashad publicly acknowledged her as his woman... and under the law of Bakhar they were now bound together forever...as husband and wife!",,10,2007,
OL28172150W,Give Me More,,"I’m a scoundrel.

Playboy. Man whore.

Basically, I get around, and I’m not afraid to admit it.

So when my best friend opens up Salacious Players’ Club and asks me to head the construction, how could I say no?

Now we’re on a cross-country road trip touring other kink clubs, and I couldn’t be happier.

Life is good.

Then Hunter suddenly asks me to sleep with his wife…while he watches.

I’ll do anything for my best friend, but this is the one request I should say no to.

Isabel is the woman of my dreams, but she’s his.

And the exact reason I should say no is the one reason I say yes.

Because it’s not only Isabel I want.

These are the two most important people in my life, and if we go down this path, how will I ever be able to walk away?

I’m not sure my best friend understands just how much I’m willing to do for him—and why.",,3,2022,
OL112346W,Mystique,,"A tantalizing tale of a legendary knight and a headstrong lady whose daring quest for a mysterious crystal will draw them into a whirlwind of treachery–and desire.
 
When the fearsome knight called Hugh the Relentless swept into Lingwood Manor like a storm, everyone cowered–except Lady Alice. Sharp-tongued and unrepentant, the flame haired beauty believed Sir Hugh was not someone to dread but the answer to her dreams. She knew he had come for the dazzling green crystal, knew he would be displeased to find that it was no longer in her possession. Yet Alice had a proposition for the dark and forbidding knight: In return for a dowry that would free Alice and her brother from their uncle's grasp, she would lend her powers of detection to his warrior's skills and together they would recover his treasured stone. But even as Hugh accepted her terms, he added a condition of his own: Lady Alice must agree to a temporary betrothal–one that would soon draw her deep into Hugh's great stone fortress, and into a battle that could threaten their lives...and their only chance at love.",,17,1995,
OL14862499W,Touch the Wind,,"Janet Dailey, the New York Times bestselling author who has touched the hearts of millions, shines in this unforgettable novel. Sweeping from the wealth and glamour of a modern Texas city to the rugged majesty of Mexico's High Sierras, this is a magnificent tale of desire and destiny from one of the world's most beloved storytellers.

All her life, beautiful Sheila got what she wanted. Now she yearned for the raw passion of a man beyond her reach, a violent, mysterious outlaw whose followers adored him. A lion of a man who held her for ransom -- a man who would trade her for a fortune in gold. But Sheila wanted only him -- with all the reckless longing of her body and soul.",A trio of gold bracelets jingled as Sheila Rogers closed the door of her blue thunderbird.,14,1979,"May 1, 1979"
OL15155285W,The Valentine child,,"Would Valentine play Cupid?

When Zoe's baby arrived on February 14, it seemed only natural to call him Valentine! But as far as Zoe was concerned. Valentine had been the only romance in her brief marriage to Justin Gifford. And since Justin had harshly declared that he never wanted to see her again, she hadn't had the chance to tell him that he had a son .... But then the unthinkable happened: Valentine became desperately ill and Zoe knew that she would do anything to save him--even if that meant seducing her own husband!",,1,1996,
OL24656464W,Too Young To Marry,,"Lorna was too young to marry, Paul Westbrook thought. She was only eighteen, and had seen very little of the world outside her English boarding school. Yet here she was, all alone and with very little money, in the strange world of the South Sea Islands, and how was she to be looked after if not by a husband? So he married her, meaning to maintain a distant relationship until she was older and more mature .. . but he had not allowed for the possible actions of sharp-tongued, disappointed women on one hand, or, on the other, of men who found his new wife pretty and charming. Both he and Lorna were to find that events and emotions were not so easy to foresee and control as they had supposed.",,5,1958,
OL4226052W,Moreton's Kingdom,,"She went for a child but stayed for a man...

Katherine soon knew she was in trouble! She agreed to take a ""tug-of-love"" child to Scotland, out of his father's reach. Coralie the mother, obviously loved her son and was frightened for him, and Katherine believed her.

Unfortunately Katherine's mission failed when Charles Moreton snatched the child -- and Katherine -- whisking them to his remote Highland home, to hold them virtual prisoners there.

But Katherine learned there were two sides to every story... Whose should she believe?",,5,1981,
OL137228W,Love in Hiding,,"NO ESCAPE

From the moment Gretna set out for London she was entangled in a web of perilous adventure. Her sudden encounter with the strange Marquis of Stade introduced her to a world of reckless pleasure seekers.

When she arrived in London she found herself plunged into the vain social whirl of her Aunt Maria -- the woman whose liaison with the Prince of Wales was infamous.

Gretna was being pressed into a compromise by the deadly Lord Wroxhall--and she discovered that the fascinating Marquis of Stade was her aunt's sworn enemy.

Gretna knew she couldn't escape the terrifying demands of her new glittering world--but she also knew that she must pay a terrible price for her quest for love....",,9,1959,1959
OL3771269W,Forbidden Flame,,"He'd be her friend but never her lover.

Caroline's job as governess at a Mexican hacienda was more demanding than she'd dreamed possible. Her employer, Esteban, was an evil and vulgar man, and he wanted her.

She turned for help to Luis de Montejo, Esteban's half brother and a seminarian. But Luis became much more than an ally when Caroline fell desperately in love with him. 

She knew it was wrong to love him. She told herself she could never have him. But her heart just wouldn't listen.",,6,1981,
OL16820019W,Any Duchess Will Do,,"Griffin York, the Duke of Halford, has no desire to wed this season—or any season—but his diabolical mother abducts him to “Spinster Cove” and insists he select a bride from the ladies in residence. Griff decides to teach her a lesson that will end the marriage debate forever. He chooses the serving girl.

Overworked and struggling, Pauline Simms doesn’t dream about dukes. All she wants is to hang up her barmaid apron and open a bookshop. That dream becomes a possibility when an arrogant, sinfully attractive duke offers her a small fortune for a week’s employment. Her duties are simple: submit to his mother’s “duchess training""... and fail miserably.

But in London, Pauline isn’t a miserable failure. She’s a brave, quick-witted, beguiling failure—a woman who ignites Griff’s desire and soothes the darkness in his soul. Keeping Pauline by his side won’t be easy. Even if Society could accept a serving girl duchess—can a roguish duke convince a serving girl to trust him with her heart?",,4,2013,
OL3632909W,Emmanuelle,,,,16,1967,1967
OL15177049W,One Dance with a Duke,,"In One Dance with a Duke--the first novel in Tessa Dare's delightful new trilogy--secrets and scandals tempt the irresistible rogues of the Stud Club to gamble everything for love. A handsome and reclusive horse breeder, Spencer Dumarque, the fourth Duke of Morland, is a member of the exclusive Stud Club, an organization so select it has only ten members--yet membership is attainable to anyone with luck. And Spencer has plenty of it, along with an obsession with a prize horse, a dark secret, and, now, a reputation as the dashing ""Duke of Midnight."" Each evening he selects one lady for a breathtaking midnight waltz. But none of the women catch his interest, and nobody ever bests the duke--until Lady Amelia d'Orsay tries her luck.In a moment of desperation, the unconventional beauty claims the duke's dance and unwittingly steals his heart. When Amelia demands that Spencer forgive her scapegrace brother's debts, she never imagines that her game of wits and words will lead to breathless passion and a steamy proposal. Still, Spencer is a man of mystery, perhaps connected to the shocking murder of the Stud Club's founder. Will Amelia lose her heart in this reckless wager or win everlasting love? From the Paperback edition.",,5,2010,
OL3981135W,Husband'S Price,,"Six years ago, Claudia believed Adam betrayed her love, and she'd ended their passionate affair little knowing that she was expecting his baby.
The marriage
Now, Claudia is on the verge of bankruptcy and desperately needs Adam's help. Adam agrees--but for a price. He wants Claudia back in his life...as his wife. Marriage to the man who broke her heart seems almost too much to bear, but, for the sake of their little daughter, it's a price she can't refuse to pay",,1,1998,
OL3548660W,Bedded By The Billionaire,,"Duty demanded Max DeLuca take care of pretty and very pregnant Lilli McCall. She was carrying his late brother's baby, and every DeLuca instinct cried out for Max to protect her unborn child. But the cost of bringing Lilli under his roof was Max's carefully controlled emotions. Never had the billionaire experienced such searing passion and such a desire to cherish a woman. Then Max detected a secret Lilli seemed determined to keep hidden. Would the truth bring him to his knees...or send him running for the door?",,2,2008,"April 8, 2008"
OL21440976W,American Queen,,,,5,2016,
OL34325W,Legacy,,"Delighted by her ""chance"" meeting with Conn Landry, a member of the California thoroughbred racing set, Honor Mayfield soon realizes that she is falling for a man out to avenge a dark legacy of betrayal and murder.",,12,1984,"December 1, 1984"
OL5695974W,A Belated Bride,,"She'd Never Marry Him!The last man Arabella Hadley ever wishes to see again is Lucien Deveraux, the handsome, dissolute Duke of Wexford -- who broke her innocent heart years ago and disappeared to London. So when she finds an unconscious man on her deserted country road and sees that it's Lucien, she's tempted to leave him there. But even more appalling than his presence is the brazen kiss he plants on her shocked lips and her response! So it would be totally insane to take him home to recover -- wouldn't it?Except For One Small Thing...Lucien dares not reveal why he's returned to his country estate -- or why he abandoned the strong-willed beauty years ago. Especially since Arabella clearly has secrets of her own. But when her scheming, marriage-minded aunts successfully compromise them, the two are forced to become man and wife. Which makes it ever harder for both to battle the passion that never disappeared...",,3,2001,
OL4981182W,Bride Of The Sun,,"After the death of her great-uncle, Eleanor Stewart left her native England for the Greek island of Rhodes to take over the house which he had willed her. Here on this sun-blessed island she discovered a destiny that she had not foreseen. Her great-uncle and her grandmother had arranged a marriage for her--a marriage with a foreigner she had never met and who mocked her twentieth-century ideas of free choice. Yet now that she had looked into Ioannis's sea-green eyes and felt the firm pressure of his lips on hers she wondered if free choice was as important as she once had thought.",,3,1980,
OL17501376W,Lost to the Desert Warrior,,"""Walking into the lion's den unprotected, Princess?"" 

For Layla, princess of Tazkhan, her arranged marriage means one thing—a lifetime of cruelty and captivity. Such an unendurable prospect drives her to throw herself at the mercy of Sheikh Raz Al Zahki—her family's greatest enemy! 

Raz demands one thing in return for the safe haven Layla is seeking—this brooding desert king wants to make her his queen! Her freedom might be secured, but now her heart is at risk, for soon she's lost to the scorching heat of their marriage bed. However, it will take more than fire to thaw her guarded husband….",,7,2013,
OL24633401W,The Awakening,,"**I’m a Gemini. Impulsive. Curious. Headstrong. A twin. Heir to a throne I know nothing about. And it turns out, I’m Fae.**

But of course there’s a catch - all I have to do to claim my birth right is prove that I’m the most powerful supernatural in the whole of Solaria. And sure, technically that’s true as I’m the daughter of the Savage King. But the bit they didn’t put in the brochure was that every single Fae in this Kingdom would claim my throne if they could.

The school they’ve sent me to is both dangerous as sh*t and one helluva party. Vampires bite weaker students in the corridors, the Werewolf pack has orgies in the Wailing Wood at every full moon and don’t even get me started on the dark and twisted ways the Sirens use their powers on people’s emotions, or how my sinfully tempting Cardinal Magic teacher hosts detentions that leave people needing therapy.

Classes are totally interesting if you manage to live through them. And that Gemini star sign I mentioned? It now determines my elemental magic and affects my destiny, so learning astrology is essential if I’m going to beat down my classmates – which is actively encouraged by the way.

My biggest problem is the drool worthy Dragon shifter who has his eyes on my throne. He and his three psycho friends are determined to make my time here hell.

All I’ve got to do is survive. But fate might have other ideas.

Dammit, why couldn’t I have gotten a letter to Hogwarts?",,4,2019,
OL4181967W,Bought by the Greek Tycoon,,"***Why stop at just one night—when he can buy so many more...?*** 

Greek multimillionaire Luke Devetzi will do anything to get Jemma Barnes back in his bed for a night of blazing passion....When Luke discovers that Jemma's father is in financial trouble and in need of a loan, he is willing to pay it...but only if Jemma agrees to become his convenient wife!",,2,2006,
OL35718442W,King of Greed,,"He had her, he lost her…and he’ll do anything to win her back. Powerful, brilliant, and ambitious, Dominic Davenport clawed his way up from nothing to become the King of Wall Street. He has everything—a beautiful home, a beautiful wife, and more money than he could spend in a lifetime. But no matter how much he accumulates, he’s never satisfied. In his endless quest for more, he drives away the only person who saw him as enough. It isn’t until she’s gone that he realizes there may be more to life than riches and glory…but by then, it may be too late. *** Kind, intelligent, and thoughtful, Alessandra Davenport has played the role of trophy wife for years. She stood by her husband while he built an empire, but now that they’ve reached the top, she realizes he’s no longer the man she fell for. When it becomes clear that she’ll always come second to his work, she finally takes charge [...]of her life and puts herself first—even if it means leaving the only man she’s ever loved. But what she didn’t count on was his refusal to let her go…or for him to fight for their marriage, no matter what it takes. King of Greed is a steamy marriage in trouble/second chance romance. It's book three in the Kings of Sin series but can be read as a standalone.",,5,2023,
OL3845645W,To Tame a Proud Heart,,"Oliver Kemp had always followed his instincts-until he agreed to hire a business associate's daughter as a favor!
Francesca Wade vowed to be nothing but professional toward her new boss-but just one lapse with Oliver Kemp had her out of the office and up the aisle with a man who was too proud to love her and too honorable to leave her!",,1,2000,
OL3759044W,Christmas Eve Wedding,,"Jaz had shared an all-consuming passion with suave American business associate Caid Dubois—but betrayal and disillusionment forced them apart.Back in England with the festive season approaching, Jaz discovers she has a new boss...Caid! And as if that's not enough to deal with,Caid demands the exclusive company apartment she's been given! Jaz won't move.... Caid won't back down.... Now she and this arrogant,irresistible man are thrust together in a whirlwind of suspicion, anger and overwhelming passion!",,4,2002,
OL5837827W,The Golden Songbird,,"Spirited young Lucia Mannering willingly let herself be offered as a prize in a shocking wager between her odious stepfather, Jasper Franklyn, and Hugo, Marquis of Mandersely. For this was her only hope of escape from a household where humiliation was her daily lot and degradation seemed her certain future. - It was only when the bet was settled and she found herself looking into Hugo's ironic, devilishly handsome face, that Lucia fully realized what she had done. She knew that this nobleman's reputation for cynical wit and scandalous living was the talk of all Regency London. And now she was his, to do with what he liked. Lucia's daring gamble had begun--and she trembled to think how it might end.",,10,1975,
OL3519213W,Brazilian Enchantment,,"Brazilian nightmare? Her welcome was most peculiar, and yet Kate Ashley, who'd arrived to teach English in Vila Nova, was even more upset by the rudeness of her imperious employer, Luis Vasconcelos. She wanted to leave at once. ""I wouldn't stay to work for him if he paid me a diamond a day and went down on his knees to beg,"" she said. Then the little Brazilian mountain town started to work its magic and Kate changed her mind. She'd just have to avoid the demanding Vasconcelos, she told herself. But that proved difficult--especially when Luis seemed determined to seek her out...",,4,1991,1991
OL17871891W,The Jasmine Bride,,"Rachel knew she was out of her depth

Meeting Damon Curtis, the famous New Zealand novelist, had brought zest to Rachel Standen's intellectually starved life. Falling in love with him was another matter entirely.

He was a sophisticated man while she was a naive eighteen year-old-yet he recognized her talent as a poet and proposed marriage to rescue her from stagnation on the farm.

Physically, Rachel knew, he wanted her... but he never said anything about loving her.....",,0,,
OL15419842W,The Costanzo Baby Secret,,"Dario Costanzo's wife...in name only... He married her, bedded her and she gave him an heir—and that was all he wanted. Until Maeve suffered a devastating accident that meant she had no recollection of her husband or her little son. Maeve's mind might not remember Dario, but her body certainly does—every time they touch it's electric! Is this fiercely handsome man really her husband? To reawaken his lost wife Dario will start a slow seduction, to remind her just how good together they can be..",,1,2010,
OL4331835W,Someone to Watch Over Me,,"Grant Morgan, London's most eligible bachelor, insists the temptingly beautiful woman he rescued from the Thames is the notorious Vivien Rose Duvall -- but she's not so sure.  Now her life is in his hands, and he's determined to unravel the secrets of her past, no matter what.Lisa Kleypas has thrilled readers with her unforgettable love stories set in the glittering world of Regency London. Now, the author of Stranger in My Arms, brings her fans a story with all the promise, and oassion, of forbidden love.She couldn't remember who she was...A temptingly beautiful woman awakens in a stranger's bed, rescued from the icy waters of the Thames, her memory gone. Told that she is Vivien Rose Duvall, one of London's most scandalous beauties, she finds herself under the protection of enigmatic, charming Grant Morgan. Her life is in his hands. Deep in her heart, she knows he has mistaken her for someone else...He was the only man she could trust. As one of London's most eligible, and unattainable catches, Grant Morgan is a man who has known every kind of woman. And the one in his arms now seems so innocent, so vulnerable, that he can't help but be enchanted. And as his love for this mysterious beauty grows, he's determined to unravel the secrets of her past and discover the truth--no matter what.",,4,1999,
OL1979170W,Princess of Fire,,"Amid the Furious Cry of Battle, a Private War of Passion Had Just Begun . . .

Hastings; 1066. Clouds of war darkened the horizon as Saxons and Normans clashed with a vengeance.

Yet another battle raged ... as two sparring hearts collided ...

They were enemies from birth, their people divided by a bloodstained vision of power and glory: But when Alaric, a fierce Norman warrior, rescued Fallon from a bloody execution at the hands of the Normans, the fiery Saxon princess rebelled. She was determined to resist his seductive charms--and she vowed to wage a passionate war against the man who conquered her stormy heart. She was ... the Princess of Fire.

Against a rich tapestry of a forgotten age--an enduring tale of tempestuous love.

Fire:
Princess of Fire (Fire, #1)
Knight of Fire (Fire, #2)",,6,1989,May 1989
