work_key,title,subtitle,description,first_sentence,edition_count,first_publish_year,first_publish_date
OL4181974W,The Greek Tycoon's Love-Child,,"When millionaire Theodore Kadros first sets his sights on beautiful Willow Blain there can only ever be one outcome: a night of incredible desire! But the next day Willow is gone....

However, their brief passion results in a legacy that Willow is eager to conceal. When the Greek tycoon discovers the shocking truth, he is enraged. Theo demands they marry, so he can have what he feels is rightfully his -- Willow as his wife... and at his mercy!",,1,2004,
OL1902239W,Cattleman's Choice,,Carson Wayne had come to Mandelyn Bush with the ultimate request: he needed her to teach him how to treat a lady. No doubt he'd asked the right person - Mandelyn was as polished and feminine as Carson was rough and reclusive. And she was the only person who could reason with him during one of his barroom brawls. It was too intriguing a challenge to turn down. Mandelyn was curious about what lay beneath the outlaw's hard shell. She suspected that the renegade was really a caring and sensitive man. But what she hadn't counted on were her own feelings for this irresistible rebel.,,7,1985,"February 2, 1985"
OL10530542W,Lord of the high lonesome,,"Every novel in this collection is your passport to a romantic tour of the United States through time-honored favorites by America’s First Lady of romance fiction.  Each of the fifty novels is set in a different state, researched by Janet and her husband, Bill.  For the Daileys it was an odyssey of discovery.  For you, it’s the journey of a lifetime. Your tour of desire begins with this story set in North Dakota.",,13,1980,"May 1, 1992"
OL555417W,Caress and Conquer,,"CAPTIVE OF PASSION
Lovely, young, and poverty-stricken, Amanda Prescott was forced to support herself and her invalid mother any way she could. Cast into prison for stealing, she was horrified to learn that she would be transported to the American Colonies to serve her term as an indentured servant. Her master turned out to be none other than dashing plantation owner, Tony Brandt, the very man who had unwittingly caused Amanda's downfall. Yet from their first passionate embrace, Amanda knew her heart would belong to him forever.

Despite the differences in their stations, Tony was determined to wed her. But his jealous mistress had other plans. Soon Amanda found herself held captive by another's desire, and only Tony's consuming love could win her freedom.",,7,1986,
OL1999672W,The Earl and the Heiress,,"Noell Armstrong's father had been a delightful rake in his day, but when he died his only legacy was a mountain of debts and a houseful of puppies-the offspring of the exotic dog the Viscount had brought home to his wife during his days with the Foreign Office. Happily, when Noelle inherited her aunt's townhouse and a bit of money, a London debut was once again a possibility. What better way to attract the attention of the ton than by creating a new rage for delightful little Maltese dogs? Noelle's puppy ad in the London Gazette brings quick response… from one of London's most eligible bachelors, the Earl of Wrenthe. And amid a flurry of white fur, spirited sparring and secret capers, the lovely young Noelle quickly wins her entrée to Almacks and to the heart of the Earl as well!",,3,1982,1982
OL20168471W,The Other Miss Bridgerton,,,,7,2018,
OL2959361W,In Need of a Wife,,"A kiss is just a kiss... When the sexy stranger informed Sasha that he wasin need of a wife, she was tempted to tell him she was available. Somethingabout him told her he was husband material. And then she discovered that herstranger--one Nathan Parnell--only wanted to marry in an effort to securecustody of his three-year-old son. Sasha desperately needed a home, butdespite a disastrous union that had blessed her with a beautiful daughter,she also wanted to marry for love. And she wanted to share more than amarriage of convenience with Nathan. But if she wasn't willing to take himon his terms, she suspected he'd quickly find someone who would!",,7,1994,1994
OL3771201W,Betrayed,,"Olivia didn't expect returning home to be easy. 

 And it wasn't. Especially when it was Matthew Ryan who met her at the airport when she returned to England for her grandmother's funeral. 

 Matt and Olivia had once been passionate lovers and he had been desperate to marry her. Instead, she had chosen to leave him, although it had nearly broken her heart. 

 But that had been ten years ago, part of their past. Until Olivia discovered their past was far from being dead and forgotten - a potent attraction flared between them as if they'd never been parted!",,7,1991,
OL17388303W,The Reluctant Duke,,"Hired to distract, driven to distraction… Lucan St Claire refuses to take the cursed title of fifteenth Duke of Stourbridge – he wants nothing to do with his heritage, including a magnificent stately home in Gloucestershire. So when he’s forced to return to his family’s seat he takes beautiful new personal assistant Lexie Hamilton with him, for some much-needed distraction",,9,2011,
OL8315345W,Courting Trouble,,"The fake fiance

 Victoria had adored Nick King, and even though they were now grown-up and had grown apart, she felt taken aback when she heard that Nick was planning to get married to another woman.

 But when he was with Victoria, Nick didn't behave like someone else's husband-to-be. Maybe he just wasn't ready for marriage, or was his engagement phony? Victoria found herself hoping with all her heart that it was, not knowing that finding out the real story would land her in a whole heap
 of trouble....",,5,1997,
OL3395308W,Ruthless Contract,,"""I hate you Greg Prescott...I just hate you.""
Five years ago, Greg had deceived Abbie, and now fate had delivered even crueler blows. Abbie's sister and brother-in-law had been tragically killed, and Abbie found herself in America, as the joint guardian of her beloved twin nieces--a guardianship she shared with Greg. 
He wouldn't hear of her taking the little girls back to England. But if she wanted to stay with them she was faced with a cruel alternative--a loveless marriage to Greg, who made it quite plain that he expected to share her bed.",,1,1996,"March 1, 1996"
OL15434793W,The Greek Tycoon's Disobedient Bride,,"It amazed Ophelia that Lysander Metaxis -- a Greek billionaire notorious for his harem of adoring women -- wanted to marry her, a humble gardener with a grumbling old manor house and debts up to her ears. 
But soon she realized Lysander didn't want her- he wanted her property and her body. But marry him she would, because she had no choice if she wanted to keep what she cherished most. And disobedient she would be, because her new husband had no intention of loving her.",,1,2008,
OL3754795W,Until We Met,,"She discovered love was the best career

Joanna had had to support herself after her parents' death, and she worked hard to establish her reputation in the Parisian cabaret world.

However, the night her distant cousin, Charles Carlyon, entered the cabaret, Joanna's life changed. Charles persuaded her to go to England and visit her mother's family.

Joanna found that families were a mixed blessing, and that Charles was everything she ever wanted in a man!",,2,1974,
OL7664463W,"Hollywood Husband, Contract Wife",,"Leading man Wolf Kerrick is always in the headlines. This time the sexy Spanish superstar has taken Alexandra, an unknown, ordinary girl, and turned her into an instant celebrity, then into his Hollywood bride! But all the glitz and glamour of their lavish wedding is tarnished by a dirty secret—and if the tabloids find out, there'll be shock waves throughout the world....",,8,2006,
OL3457986W,A Winter Love Story,,"A surprise proposal

Claudia Ramsay first met Mr. Thomas Tait-Bullen when he was asked to discuss the health of her great-uncle, Colonel Ramsay. Claudia wasn't at all sure what she thought of the eminent surgeon -- and she was astonished when, after the Colonel's death, Thomas unexpectedly proposed!

Claudia longed to accept, but was friendship alone a strong enough basis for marriage? It took a delightful Christmas with Thomas's family for Claudia to realize she loved her new husband. Now she had to find a way to persuade Thomas to love her....",,13,1998,1998
OL3498584W,Passion's Mistress,,"HOW MUCH WOULD A MOTHER SACRIFICE FOR HER CHILD? 

Carly Taylor had made it on her own for six years, raising her daughter and hiding from the heartbreaking memories of the husband who'd betrayed her. 

But when her daughter's life was threatened, Carly was desperate enough to go to the man she'd tried to forget and ask for his help. 

Stefano Alessi was the embodiment of power and once he learned he had a child, he was determined to wield that power ruthlessly. He gave Carly one option: return to his home and to his bed. 

And that was where the danger lay. For once Carly was locked in Stefano's embrace, the world would cease to matter. For how could she fight the sheer force of a man whose greatest weapon was the desire she felt for him?",,5,1994,"November 1, 1994"
OL15186060W,Marriage,To Claim His Twins,"Passion has a double price... Alexander Konstantinakos has discovered that one passionate night in Manchester had its consequences: two, to be precise. Out of the blue he's turned up on Ruby Wareham's doorstep – to take his twin sons back to Greece! Ruby's shocked that she's still so attracted to the dark, sexy and powerful Alexander! She's afraid she might lose her beautiful boys, whom she's struggled to bring up on her own, but maybe there's a solution... Can she wed Sander – a virtual stranger – and live as his wife, and in his bed...? Needed: The World's Most Eligible Billionaires Three penniless sisters, pure and proud...but about to be purchased!",,7,2010,
OL18170678W,Dear tyrant,,"I shall wear demure grey dresses, with neat white collars. No make-up, of course. And good sensible shoes. I shall smile all the time—the sort of earnest, unmeaning smile that makes other people simply furious- and I shall say, 'Yes Mr. Imray' and 'No, Mr. Imray', and be an old maid for ever.
That was Vicky Pallant's forecast of her life in the household of the grave-faced solicitor who had taken responsibility for her on her father's death. But time was to show she had been too ready to be pessimistic!",,1,1977,
OL8315314W,MacBride's Daughter,,"Living a lie. Alex Thome is no fool. He knows that the woman who has come to work as his father's secretary is hiding something. He also thinks that once she's living in the house it will be easy to unmask the real Erica Linton and her motives. But he's wrong! He tries to oppose her, and then he tries kissing her. Erica reveals nothing - not even her growing feelings for Alex. Which eventually puts Erica in a tight spot - for she can't become part of.",,4,1997,
OL3803114W,A Scandalous Marriage,,"Wanted: One WifePrice: Two Million Dollars Self-made and every inch a bachelor, Sydney entrepreneur Mike Stone has one month to get married—or he'll lose a business deal worth billions! He's confident he can find a bride for the right price....Natalie Fairlane, owner of the Wives Wanted dating agency, is appalled by her new client's proposition! But the fee Mike is willing to pay is very tempting. Plus, offering herself up for the job has nothing to do with how wickedly sexy she finds him.... No, nothing at all!",,2,2005,
OL16813583W,The Rosie Project,,"THE ART OF LOVE IS NEVER A SCIENCE

MEET DON TILLMAN, a brilliant yet socially challenged professor of genetics, who’s decided it’s time he found a wife. And so, in the orderly, evidence-based manner with which Don approaches all things, he designs the Wife Project to find his perfect partner: a sixteen-page, scientifically valid survey to filter out the drinkers, the smokers, the late arrivers. 

Rosie Jarman is all these things. She also is strangely beguiling, fiery, and intelligent. And while Don quickly disqualifies her as a candidate for the Wife Project, as a DNA expert Don is particularly suited to help Rosie on her own quest: identifying her biological father. When an unlikely relationship develops as they collaborate on the Father Project, Don is forced to confront the spontaneous whirlwind that is Rosie—and the realization that, despite your best scientific efforts, you don’t find love, it finds you. 

Arrestingly endearing and entirely unconventional, Graeme Simsion’s distinctive debut will resonate with anyone who has ever tenaciously gone after life or love in the face of great challenges. The Rosie Project is a rare find: a book that restores our optimism in the power of human connection.",,37,2013,
OL25917284W,Delilah Green Doesn't Care,,"Delilah Green swore she would never go back to Bright Falls—nothing is there for her but memories of a lonely childhood where she was little more than a burden to her cold and distant stepfamily. Her life is in New York, with her photography career finally gaining steam and her bed never empty. Sure, it’s a different woman every night, but that’s just fine with her.
 
When Delilah’s estranged stepsister, Astrid, pressures her into photographing her wedding with a guilt trip and a five-figure check, Delilah finds herself back in the godforsaken town that she used to call home. She plans to breeze in and out, but then she sees Claire Sutherland, one of Astrid’s stuck-up besties, and decides that maybe there’s some fun (and a little retribution) to be had in Bright Falls, after all.
 
Having raised her eleven-year-old daughter mostly on her own while dealing with her unreliable ex and running a bookstore, Claire Sutherland depends upon a life without surprises. And Delilah Green is an unwelcome surprise…at first. Though they’ve known each other for years, they don’t really know each other—so Claire is unsettled when Delilah figures out exactly what buttons to push. When they’re forced together during a gauntlet of wedding preparations—including a plot to save Astrid from her horrible fiancé—Claire isn’t sure she has the strength to resist Delilah’s charms. Even worse, she’s starting to think she doesn’t want to...",,2,2022,
OL5236157W,Morning Glory,,"He was the man for her. Surely he could see that! 

Kit Lacey exuded a passionately artistic nature well beyond her nineteen years. But in Queensland's tiny, tropical Eden Cove no man existed to match her lust for life, until international news correspondent Thorne Stratton invaded her private paradise. 

Suddenly Kit felt she had crashed into some dangerous force field. Nothing in her experience had prepared her for this man's magnetism. 

Yet, despite Thorne's intense interest in her life, he kept a physical distance between them - much to Kit's confusion and frustration!",,3,1988,
OL3457857W,Roses and Champagne,,"Katrina has known Lucius Massey all her life, and her childish hero worship has grown into a comfortable, warm friendship.

They're so at ease in their friendship that a pretend engagement to each other to teach Katrina's selfish sister Virginia a lesson strikes both as a worthwhile but harmless idea.

Yet as more and more people congratulate Katrina on her match, a mysterious sadness begins to creep into her heart....",,11,1983,1983
OL16048133W,Claiming His Christmas Bride,,"She'll be his wife by Christmas!
When Gideon Webber first meets Molly Barton he wants her more than badly! But his hopes are dashed when he becomes convinced that she is another man's mistress....
Three years later, it's Christmastime and Molly and Gideon meet again. But this time Gideon's determined to take what he still desires...",,11,2004,
OL15010W,The French Lieutenant's Woman,,"By the author of *The Collector* and *The Magus*, a haunting love story of the Victorian era. Over one year on the N.Y. Times Bestseller List and an international bestseller. ""Filled with enchanting mysteries, charged with erotic possibilities . .
—Christopher Lehmann-Haupt, N.Y. Times","AN easterly is the most disagreeable wind in Lyme Bay- Lyme Bay being that largest bite from the underside of England's outstretched southwestern leg - and a person of curiosity could at once have deduced several strong probabilities about the pair who began to walk down the quay at Lyme Regis, the small but ancient eponym of the inbite, one incisively sharp and blustery morning in the late March of 1867.",79,1967,1977
OL20512441W,The Kiss Thief,,"They say your first kiss should be earned.

Mine was stolen by a devil in a masquerade mask under the black Chicago sky.

They say the vows you take on your wedding day are sacred.

Mine were broken before we left church.

They say your heart only beats for one man.

Mine split and bled for two rivals who fought for it until the bitter end.

I was promised to Angelo Bandini, the heir to one of the most powerful families in the Chicago Outfit.

Then taken by Senator Wolfe Keaton, who held my father's sins over his head to force me into marriage.

They say that all great love stories have a happy ending.

I, Francesca Rossi, found myself erasing and rewriting mine until the very last chapter.

One kiss.

Two men.

Three lives.

Entwined together.

And somewhere between these two men, I had to find my forever.",,5,2019,
OL15400457W,The Bartered Bride,,"As if she were involved in a miming play, Marielle watched the two groups clowning and bargaining --gold coins being offered, scorned, accepted....

Only afterward did she learn that she had participated in a Romany wedding. Now, Marielle Moore was a Romany wife obliged to obey her husband--Rom Boro, leader of the gypsy tribe in all things.

""I will not tolerate being bought like an article across a shop counter,"" she declared angrily. But after all, what could she do? Her life depended on Rom!",,4,1973,
OL3457874W,The Silver Thaw,,"Amelia and Tom had been engaged a long time and Amelia began to worry about why he was so reluctant to set a date. So a relaxing Norway holiday seemed just the place to discuss things. Insead, Amelia met Gideon van der Tolck- and his company became increasingly appealing.",,14,1980,"April 11, 2006"
OL3458053W,Hannah,,"Tiny Paul van Eysink was a very special case to nurse Hannah Lang, and she had become very fond of his young parents, Corinna and Paul. When they invited her to go back with them to Holland until the baby was completely recovered, Hannah was only to happy to oblige. The problem was Corinna's unbending uncle, Doctor Valentijn van Bertes! He could find no fault with Hannah's nursing skills--but she was only too well aware that she meant little to him as a person. Why should she? He had a very lovely fiancee in Nerissa...",,11,1980,1980
OL15139250W,Falling for Her Convenient Husband,,"Reunited: the millionaire and his convenient wife! Nathan Mallory hasn't set eyes on Phelix Bradbury since they conveniently wed. When they meet at an international business conference, eight years on, Nathan is intrigued to know why Phelix is still wearing her 'wedding ring'... Now a successful lawyer, with the independence she's always craved, Phelix is not the same shy, mousy teenager Nathan knew, but a confident and stylish woman. And her transformation certainly hasn't escaped the English tycoon's notice...",,4,2009,
OL34568152W,This Girl,,Colleen Hoovers New York Times bestselling Slammed series has brought countless readers to their knees with a whirlwind of love passion and heartache. Layken and Wills love has managed to withstand the toughest of circumstances and the young lovers now married are beginning to feel safe and secure in their union. As much as Layken relishes their new life together she finds herself wanting to know everything there is to know about her husband even though Will makes it clear he prefers to keep the painful memories of the past where they belong. Still he cant resist his wifes pleas and so he begins to untangle his side of the story revealing for the first time his most intimate feelings and thoughts retelling both the good and bad moments and sharing a few shocking confessions of his own from the time when they first met.,,10,2013,
OL11327725W,The Devil at Archangel,,"""You must beware, mademoiselle ...."" The fortune-teller's ominously harsh voice had sent shivers down Christina's spine. ""Beware of the devil at Archangel.""

 The prediction seemed silly when Christina first arrived at the Brandon's beautiful Caribbean plantation. Left without means and a home by her godmother's death, the job at Archangel seemed like a gift from heaven.

 But everything changed when she met Devlin Brandon. He disturbed her to the core of her being. She must indeed beware of this manor did another devil await to torment her?",,3,1978,
OL3845023W,Facade,,"She'd thought he would prefer her this way

London engineer Ellis Galbraith had rejected Sorrel once, for her innocence.

Now he was rejecting her for her brittle, worldly sophistication.

Why couldn't he realize it was all just an act, and the real Sorrel, the girl he remembered with such unexpected tenderness, was still waiting for him, loving him as much as ever, but afraid to tell him the truth?",,6,1984,
OL3771190W,Wicked Caprice,,"Was Isobel Herriot a marriage-breaker? Patrick Shannon's sister certainly believed her husband was having a torrid affair with Isobel. But when Patrick paid a visit to Isobel's Cotswold craft shop he couldn't be so sure.

How could he reconcile the fact that someone so reserved could also be promiscuous? Or that someone who played down her generous curves could also arouse him to uncontrollable passion? Patrick wasn't interested in a relationship that he couldn't control, but Isobel was beginning to torment him in the wickedest of ways….",,9,1996,
OL5730765W,Can You Keep A Secret?,,"Emma is like every girl in the world. She has a few little secrets.

Secrets from her mother:
1. I lost my virginity in the spare bedroom to Danny Nussbaum while Mum and Dad were downstairs watching Ben Hur.

...From her boyfriend:
2. I'm a size twelve. Not a size eight, like Connor thinks.
3. I've always thought Connor looks a bit like Ken. As in Barbie and Ken.

...From her colleagues:
4. When Artemis really annoys me, I feed her plant orange juice. (Which is pretty much every day)
5. It was me who jammed the copier that time. In fact, all the times.

...Secrets she wouldn't share with anyone in the world:
6. My G string is hurting me.
7. I faked my Maths GCSE grade on my CV.
8. I have no idea what NATO stands for. Or even what it is...

...until she spills them all to a stranger on a plane. At least, she thought he was a stranger...",,8,2003,
OL4092555W,Faro's Daughter,,"Skilled in the art of card playing, Deborah Grantham, a gambler's daughter, uses that skill as her sole means of support as mistress of her aunt's elegant and exclusive gaming club in 18th-century London. The beautiful young must find a way to restore herself and her aunt to respectability, preferably without accepting either of two repugnant offers. One is from an older, very rich and rather corpulent lord whose reputation for licentious behavior disgusts her; the other from the young, puppyish scion of a noble family whose relatives are convinced she is a fortune hunter.

Lady Mablethorpe was aghast. Her young son, Adrian wanted to get married Miss Deborah Grantham--a gambling-club wench! Thus she sent her trusted nephew, the vastly wealthy, clever, and imperturbable Max Ravenscar, speeding to the faro tables to buy the hussy off. A renowned gamester, and the first to own that he is untroubled by a romantic disposition, Ravenscar regards all eligible females with indifference, preferring horses, cockfighting or cards.

To Ravenscar's surprise, Deb turned out to be besides remarkably handsome, witty, and--he could scarcely believe it--well-bred. Nevertheless, he expected she'd be grateful far the price he offered to give up her young suitor. Arrogant Ravenscar always gets his way and comes to buy her off, an insult so scathing that it leads to a volley of passionate reprisals, escalating between them to a level of flair and fury that can only have one conclusion. As they lock horns, they become increasingly drawn to each other. Amidst all the misunderstandings and entanglements, has Ravenscar finally met his match?",,35,1941,
OL3771315W,Stormspell,,"The lush night released undreamed-of passions

 When a tropical storm battered the tiny Caribbean island of Indigo, Ruth Jason's sheltered life was dramatically changed. Young and vulnerable, having lived virtually alone with her father on the island, she lost her heart, not surprisingly, to the shipwrecked Dominic Howard. Worldly, mysterious and handsome, he exuded a powerful attraction.

 Later, in London, Ruth struggled to build a new life for herself, always haunted by her lover's image. But she knew their love was impossible. For although Dominic's spell still held her, he was bound to another woman....",,6,1982,
OL24662068W,A Touch Of Ruin,,"Persephone's relationship with Hades has gone public and the resulting media storm disrupts her normal life and threatens to expose her as the Goddess of Spring.

Hades, God of the Dead, is burdened by a hellish past that everyone's eager to expose in an effort to warn Persephone away.

Things only get worse when a horrible tragedy leaves Persephone's heart in ruin and Hades refusing to help. Desperate, she takes matters into her own hands, striking bargains with severe consequences.

Faced with a side of Hades she never knew and crushing loss, Persephone wonders if she can truly become Hades' queen.",,9,2020,
OL15684W,Love Only Once,a Malory novel,"The exquisite 19 year old niece of Lord Edward and Lady Charlotte Malory, Regina Ashton is outraged over her abduction by the arrogant, devilishly handsome 27 year old Nicholas Eden—and is determined to make the rogue pay . . . with his heart. A golden-haired seducer, Nicholas has been hardened by a painful secret in his past. And now that he has besmirched Reggie's good name, the hot-tempered lady has vowed to wed him. Her fiery beauty stirs Nicholas as no woman ever has—and the rake arouses Reggie's passion to an unendurable level. Such uncontrolled desires can lead only to dangerous misunderstandings . . . and, perhaps, to a love that can live only once in a lifetime.",THE fingers holding the brandy decanter were long and delicate.,12,1985,1985
OL21181078W,Bridal Bargains,,"The Tycoon's Bride
When Claire Stenson met Andreas Markopoulou she was desperate, trying to look after her baby sister alone. He offered to marry Claire and adopt Melanie. But it seems Andreas wasn’t quite the answer to her prayers – he was certainly prepared to deceive his new bride!

The Purchased Wife
Xander Pascalis can buy anything...including a wife! At millions of dollars, Helen is lavishly expensive. But Xander thinks he knows a good deal when he sees one.... However, when Helen refuses to share his bed, Xander is forced to take his headstrong wife to his private Greek island to tame her into keeping her marriage vows. He wants value for money: she will give him the wedding night that, so far, she's denied him....

The Price of a Bride
Mia Frazier agreed to her father’s demand that she marry Greek millionaire Alexander Doumas for her own reasons – not money! Alex won back his family island, Mia’s father would get a grandson, but could Mia’s motive stay hidden now she was carrying Alex’s child? 

♡Tycoon's bride (Andreas Markopoulou & Claire Stenson) 1-18
♡Purchased Wife (Xander Pascalis & Nell /Helen Garrett) 18-37 
♡Price of a Bride (Alexander Doumas & Mia Frazier) 37-50",,2,2013,
OL4233134W,The Markonos Bride,,"The island of Aristos holds bittersweet memories for Louisa. Here she met and married gorgeous Greek playboy Andreas Markonos and bore him a precious son. But when tragedy struck, Louisa fled....Now, years later, Andreas can't believe that his runaway wife has dared set foot on Aristos again--and that he still desires her. Andreas will reclaim his wife with the one thing they still have in common...intense physical passion!",,9,2008,
OL3498542W,An Ideal Marriage?,,"The trophy wife 

When Gabbi married Benedict Nicols, it was the wedding of the decade, uniting two prominent, wealthy families. To the outside world, it seemed the perfect match. No one would guess Gabbi's secret heartache: that she loved her husband, but to him she was simply a social accessory... .

Benedict also expected Gabbi to provide him with a son and heir. If she didn't, her glamorous stepsister was only too eager to give Benedict everything he wanted! Suddenly, Gabbi had a fight on her hands to save her marriage... . And Benedict was definitely a man worth fighting for!",,6,1997,February 1998
OL4580338W,Rhys's Redemption,,"Rhys's rule:  Don't get involved!

Rhys Wolfe's demanding job left no time for romance--which was fine with him.  He was close friends with his gorgeous neighbor, Mariah.  But that was all they were--friends.  Their one night of passion had been a mistake...

Rhys didn't know the half of it.  It was bad enough she'd been in love with him for years; now Mariah was expecting his child!  She knew Rhys had been hurt before, but their baby needed a father.  Mariah was determined to teach Rhys to love again, though she had less than nine months to try!",,2,2000,
OL3775482W,Mother of the Bride,,"STOP THE WEDDING!

Nearly two years before, Helen had married Zack Neilson to fulfill a beloved matriarch's final wish. It had simply been a marriage of convenience, and Helen had immediately cut Zack out of her life, so at odds with the powerful dynamic man, so afraid of the longings he had unleashed in her body and soul.

But when her eighteen-year-old daughter--from a previous disastrous union--announces her engagement to Zack's son, Helen can no longer avoid her husband. Zack is back in her life ... and this time he's not leaving!",,6,1992,
OL42611094W,Gunaho ka Devta,,"In the idyllic university town, young women daydreamed as they lay on the grass and gazed up at the clouds. Young men took morning walks at Alfred Park. Hot summer afternoons were for drinking sherbet and eating watermelons, and evenings were meant for reading poetry. It was also a time of stifling social mores, and love was an unattainable ideal seldom realized. Allahabad of the 1940s is the serene backdrop to the turbulence of Chander s love for his professor s daughter Sudha. Driven by his passionate belief in the transcending purity of their love, Chander persuades Sudha to marry another man, to devastating consequences. Unhinged by his separation from Sudha and consumed by a restless desire to make sense of love Is it really about sex? Is the purity of love a lie? Chander spirals into a destructive affair with the seductive Pammi. Immensely popular since its publication more half a century ago, Chander & Sudha continues to seduce readers with its potent mix of tender passion and heartbreaking tragedy.",,1,2020,
OL5691872W,Purchased For Revenge,,"Powerful tycoon Alexei Constantin has only one thing in mind--destroying the Hawkwood empire!

But Alexei doesn't realize he's just shared a passionate kiss with Eve Hawkwood, the beautiful daughter of his bitter rival!

Alexei wants Eve. He'll propose a night in his bed in return for money…he'll push her to see just how far she'll go….

And if she proves her innocence, he'll claim her!",,1,2006,
OL5689129W,His Scandal,,"Taming a Rogue, Lady Emmeline Prescott is shocked when Sir Alexander Thornton, the most incorrigible scoundrel in England, suddenly notices she even exists and starts flirting with her! The dashing cad has a well-earned reputation for carousing that brings a blush to her cheeks, but more distressing still, is the unwanted desire he arouses in her! To win a wager, Alex must win a kiss from an innocent maiden. But first, he must get past the giggly girl's chaperone-her straitlaced older sister, Lady Emmeline. And to his dismay, it is the enchanting, levelheaded Emmeline who intoxicates him with her soft sensuality and eminently kissable lips. Yet such a conquest is unthinkable, unless Alex abandons his cherished reprobate ways and surrenders to his heart's traitorous yearning for a true and passionate love.",,2,2002,
OL3759340W,Prosmenontas to aurio,,"Wanted: Prince Charming for damsel in distress
 
Melanie was in distress all right! But the last thing she wanted was a prince--or any man for that matter--to come riding to her rescue. She'd had it with the opposite sex--she wanted only to disappear, to retreat to a peaceful haven to mend her broken heart. Until she met Luke Chalmers, whose sensual intrusion in her life was anything but peaceful.
 
His stolen kisses left her flustered, and his rakish grin sent her heart racing. But a disastrous engagement to a man who had deceived her left Melanie unwilling to trust another man, any man, so quickly. Especially one who left so many questions about himself unanswered ...",,9,1991,
OL15659W,Keeper of the Heart,,"In search of a true and gentle love, fiery Shanelle Ly-San-Ter flees the lustful advances of the blue-eyed barbarian who has been chosen as her lifemate, confused and frightened by the fevered yearnings the handsome brute has awakened in her innocent soul.

A warrior, virile and magnificent Falon Vanyer is overwhelmed with intense desire for the spirited beauty who has vowed never to be his. And though the heavens themselves conspire against him, he will pursue his sensuous prize, and brave any peril to conquer and claim the keeper of his heart.","Shanelle Ly-San-Ter hit the cushioned exercise mat flat on her back, temporarily losing her breath.",5,1887,1993
OL15137409W,Dear Stranger,,"After Carl's parents had adopted Shara, they virtually rejected Carl and for years after their death Carl had nothing to do with Shara. Shara had always had deep feeling for Carl and after meeting again, she didn't want brotherly love for him.",,3,1973,
OL20734329W,Beach Read,,"A romance writer who no longer believes in love and a literary writer stuck in a rut engage in a summer-long challenge that may just upend everything they believe about happily ever afters.

Augustus Everett is an acclaimed author of literary fiction. January Andrews writes bestselling romance. When she pens a happily ever after, he kills off his entire cast.

They’re polar opposites.

In fact, the only thing they have in common is that for the next three months, they're living in neighboring beach houses, broke, and bogged down with writer's block.

Until, one hazy evening, one thing leads to another and they strike a deal designed to force them out of their creative ruts: Augustus will spend the summer writing something happy, and January will pen the next Great American Novel. She’ll take him on field trips worthy of any rom-com montage, and he’ll take her to interview surviving members of a backwoods death cult (obviously). Everyone will finish a book and no one will fall in love. Really.",,12,2020,
OL3457669W,Caroline's Waterloo,,"**strong text**Caroline had never imagined that anyone would want to marry her. After all, she wasn’t pretty or clever in any way. But the imposing Professor Radinck Thoe van Erckelens did propose to her and, having speedily fallen in love with him, she accepted. However, Radinck was clear about what he wanted in a wife—a convenient hostess! Caroline could settle into that role. Or she could rise to the challenge of changing Radinck’s feelings for her.",,13,1957,"August 1, 2005"
OL3770771W,The Tides of Summer,,"Their love was like the tides...

Hitchhiking her way across Canada, Sharon was unexpectedly drawn to Ross Bowen's Nova Scotia farm. And although she was a nurse, working as a hand at Marshwinds provided the perfect escape from her past as well as a departure point for her future.

But the same strong currents that had pulled her into Ross's life swept her into his arms, and suddenly they were both riding the crest of a wave of emotion too powerful to control....",,4,1983,
OL111594W,Waiting for Nick,,"WORTH WAITING FOR
 
Frederica Kimball had been waiting all her life...waiting to grow up...waiting to become a woman...waiting for the day when Nicholas LeBeck would fall as desperately in love with her as she had always been with him...
 
Now, at last, she was ready!
 
Nick didn't know what hit him. Sweet, adorable Freddie, whom he'd always loved like a kid sister, was suddenly looking and acting like a woman - and WHAT a woman! And she was making him feel things no brother ought to feel. The waiting was over...but the wanting had just begun...",,17,1995,
OL3519312W,Leader of the Pack,,"""I never resist a challenge.""

And Matt Canning considered Ellis Worth a challenge.

So when Matt became the head of Colcraft Holdings, he wasn't content to simply oust Ellis's boss and control the company--he wanted Ellis, too.

Ellis was having none of that. She was her own woman, and she didn't have to work for Colcraft or Matt Canning. Too bad Matt Canning wasn't willing to let her go without a struggle. But then, he was a man who also got what he wanted.",,3,1991,1991
OL34341W,Test of Time,,"Experiencing nagging doubts during her wedding ceremony to Garrett, Katy is heartbroken when she learns that the man of her dreams is less interested in love than he is in mutual compatibility and escaping his unhappy past.",,9,1987,1988
OL4181961W,Aristides' Convenient Wife,,"Leon Aristides, 39, believes in money, power and family. So when his sister dies, leaving a son, he acts quickly and ruthlessly. He finds the woman who has guardianship of his nephew and insists she marry him!

Helen, 26,  knows that Leon believes her to be a money-hungry, experienced woman of the world-until their wedding night reveals otherwise! But Helen wants more than an incredible lover...she wants a loving husband!",,3,2007,
OL3759178W,A Perfect Night,,"Katie Crighton has been persuaded to take her place in the family business, but she feels like an outsider, since most of her friends and family are in happy relationships—whilst Katie is a virgin. Sebastian Cooke's smoldering sexual energy is a dangerous temptation to Katie's innocence. He teases and tantalizes her until she can't resist him. They spend one perfect night together—and Katie is left wanting more...",,6,2000,
