edition_key,work_key,title,subtitle,edition_name
OL28951620M,OL3498550W,A Convenient Bridegroom,,
OL10692218M,OL3845082W,Suitable Husband,,
OL10740030M,OL3845082W,Suitable Husband,,
OL24964365M,OL3845082W,A suitable husband,,Large print ed.
OL35665801M,OL82360W,Living Dead in Dallas,,
OL37804158M,OL82360W,Living Dead in Dallas,,
OL24272690M,OL82360W,Living Dead in Dallas,,
OL3281843M,OL82360W,Living dead in Dallas,,
OL9748257M,OL5691878W,"Bedded by Blackmail (Harlequin Presents, No. 2459)",,
OL9750260M,OL5691878W,Bedded By Blackmail,,1 edition
OL9750699M,OL5691878W,Bedded by Blackmail,,New Ed edition
OL17165663M,OL33714553W,Fear of love,,
OL14977033M,OL33714553W,Fear of love,,
OL29758384M,OL33714553W,Fear of Love,,
OL45680087M,OL33714553W,Fear of Love,,
OL57592156M,OL26085843W,The Long Game,,
OL7876749M,OL1822309W,Imprudent Lady,,
OL37090961M,OL15175357W,Ruthless Awakening,,
OL29569656M,OL15175357W,Ruthless Awakening,,
OL24307107M,OL15175357W,Ruthless Awakening,,
OL51049410M,OL34316607W,Temporary Wife,,
OL50962202M,OL34316607W,Temporary Wife,,
OL18330108M,OL2252098W,Replay,,
OL24405035M,OL2252098W,Replay - Das Zweite Spiel,,
OL7883287M,OL2252098W,Replay,,
OL24934984M,OL8315337W,Tender deceit,,
OL10691957M,OL8315337W,Tender Deceit,,
OL48281931M,OL20824826W,Thousand Boy Kisses,A Novel,
OL32903278M,OL20824826W,A Thousand Boy Kisses,,
OL29247272M,OL3498550W,Conveneient Bridegroom,,
OL43501877M,OL3498550W,A Convenient Bridegroom (Mills & Boon Vintage 90s Modern),,
OL38274182M,OL3498550W,Convenient Bridegroom,,
OL24976228M,OL3845082W,A Suitable Husband,,Large Print Edition
OL24221358M,OL460999W,A taste of paradise,,
OL29071557M,OL82360W,Living Dead in Dallas,,
OL32025998M,OL82360W,Living Dead in Dallas,,
OL35696232M,OL82360W,Living Dead in Dallas,,
OL44238255M,OL82360W,Living Dead in Dallas,,
OL48141374M,OL82360W,Living Dead in Dallas,,
OL8920089M,OL82360W,"Living Dead in Dallas (Southern Vampire Mysteries, Book 2)",,
OL3300207M,OL82360W,Living dead in Dallas,,
OL24229923M,OL82360W,Living Dead in Dallas,,
OL24247888M,OL5691878W,Bedded by Blackmail,,
OL34015822M,OL62979W,Sun Also Rises,,
OL34018295M,OL62979W,Sun Also Rises,,
OL34049125M,OL62979W,Sun Also Rises,,
OL34060673M,OL62979W,Sun Also Rises,,
OL34065110M,OL62979W,Sun Also Rises,,
OL34075626M,OL62979W,Sun Also Rises,,
OL34081694M,OL62979W,Sun Also Rises,,
OL34127151M,OL62979W,Sun Also Rises,,
OL34136431M,OL62979W,Sun Also Rises,,
OL34176088M,OL62979W,Sun Also Rises,,
OL27201705M,OL62979W,Fiesta,"Veshnie vody : [roman, povestʹ]",
OL22562292M,OL62979W,Fiesta,,[Large print ed.]
OL22570198M,OL62979W,Fiesta,,
OL13647076M,OL62979W,Le soleil se leve aussi,,
OL13794887M,OL62979W,Fiesta.,,
OL23243612M,OL62979W,The sun also rises,,1st Scribner classic/Collier ed.
OL16691666M,OL62979W,The sun also rises,,A facsim. ed. / edited by Matthew J. Bruccoli
OL7949109M,OL62979W,The Sun Also Rises,,
OL4916602M,OL62979W,The sun also rises,,limited ed.
OL2723976M,OL62979W,The sun also rises,,1st Scribner classic/Collier ed.
OL23238391M,OL62979W,The Sun Also Rises,,
OL9144029M,OL62979W,Fiesta / The Sun Also Rises,,Tra edition
OL17896403M,OL62979W,Fiesta: the sun also rises,,
OL6328818M,OL62979W,The sun also rises.,,
OL13001992M,OL62979W,Fiesta,,
OL9801395M,OL62979W,Fiesta,,
OL18665966M,OL62979W,Slonce tez wschodzi,,
OL9433645M,OL62979W,The Sun Also Rises,,
OL7953213M,OL62979W,The Sun Also Rises,,Unabridged edition
OL7320148M,OL62979W,Fiesta (Arrow Classic),,
OL9274797M,OL62979W,Fiesta,,New Ed edition
OL34025414M,OL62979W,Sun Also Rises,,
OL34039541M,OL62979W,Sun Also Rises,,
OL34089747M,OL62979W,Sun Also Rises,,
OL34146363M,OL62979W,Sun Also Rises,,
OL34184182M,OL62979W,Sun Also Rises,,
OL32844238M,OL62979W,Fiesta,the sun also rises,17th (re-set) printing.
OL28192482M,OL62979W,Fiesta,,
OL28310932M,OL62979W,Fiesta,,
OL26266226M,OL62979W,O sol nasce sempre (Fiesta),,1. ed.
OL9154494M,OL62979W,Fiesta / The Sun Also Rises,,
OL22909345M,OL62979W,Qie si zhao yang you zhao jun.,,Chu ban.
OL19882241M,OL62979W,'O  'ilios' anatellei xana,,
OL7265159M,OL62979W,The Sun Also Rises (A Scribner classic),,
OL21614883M,OL62979W,The Sun Also Rises,,2nd. ed.
OL6219712M,OL62979W,The Sun Also Rises,,
OL24590396M,OL62979W,Fiesta: The Sun Also Rises,,
OL10602075M,OL62979W,The Sun Also Rises,,Unabridged edition
OL7719890M,OL62979W,The Sun Also Rises,,
OL9219873M,OL62979W,The Sun Also Rises (A Scribner classic),,Scribner Classic Ed edition
OL4443588M,OL62979W,The sun also rises,,Limited ed.
OL13912043M,OL62979W,The sun also rises,,
OL1855006M,OL62979W,The Sun Also Rises,,A facsim. ed. / edited by Matthew J. Bruccoli.
OL22598821M,OL62979W,The sun also rises,,
OL9112352M,OL62979W,Fiesta / the Sun Also Rises,,Spanish edition
OL22144708M,OL62979W,Fiesta : the sun also rises,,
OL6712776M,OL62979W,The sun also rises,,
OL6140276M,OL62979W,Fiesta,,
OL6694268M,OL62979W,The sun also rises,,
OL9048577M,OL62979W,Fiesta.,,
OL8879212M,OL62979W,Sun Also Rises,An A+ Audio Study Guide (A+ Audio Sutdy Guides),Stg edition
OL12091271M,OL62979W,The Sun Also Rises (Archive of Literary Documents),,
OL1106121M,OL62979W,The sun also rises,,
OL11038810M,OL62979W,Le\Soleil Se Leve Aussi,,
OL1755469M,OL15660W,The Magic of You,A Mallory Novel,
OL34086701M,OL62979W,Sun Also Rises,,
OL34102811M,OL62979W,Sun Also Rises,,
OL34106965M,OL62979W,Sun Also Rises,,
OL34128317M,OL62979W,Sun Also Rises,,
OL34148144M,OL62979W,Sun Also Rises,,
OL34167621M,OL62979W,Sun Also Rises,,
OL34174219M,OL62979W,Sun Also Rises,Deluxe Illustrated Edition,
OL34177960M,OL62979W,Sun Also Rises,,
OL34192993M,OL62979W,Sun Also Rises,,
OL27575713M,OL62979W,Fiesta,,
OL22253693M,OL62979W,Fiesta,,
OL7414827M,OL62979W,Fiesta,,
OL20871819M,OL62979W,Fiesta,(The Sun Also Rises)..,
OL13940775M,OL62979W,Fiesta,,
OL7882833M,OL62979W,Fiesta,The Sun Also Rises,
OL7316893M,OL62979W,Fiesta,,
OL9347442M,OL62979W,Fiesta,,Large Print Ed edition
OL20868604M,OL62979W,Fiesta,,
OL9271549M,OL62979W,Fiesta (Vintage Classics),,New Ed edition
OL17885258M,OL62979W,The sun also rises.,,
OL1756884M,OL62979W,The Sun Also Rises,,Collector's ed.
OL21615509M,OL62979W,The sun also rises,,
OL13748752M,OL62979W,The sun also rises.,,
OL13572320M,OL62979W,The Sun also rises.,,
OL7720205M,OL62979W,Sun Also Rises (Library Reprint Editions),,
OL850328M,OL62979W,The Sun Also Rises,,
OL21552453M,OL62979W,The sun also rises.,,
OL974460M,OL62979W,The Sun Also Rises,,
OL7893285M,OL62979W,The Sun Also Rises,,
OL24337779M,OL62979W,The Sun Also Rises,Now a 20th Century Fox miniseries for NBC-TV,
OL6726112M,OL62979W,The sun also rises,,
OL9200432M,OL62979W,Fiesta,,
OL32665336M,OL62979W,Fiesta,Roman,7. Auflage
OL8597185M,OL62979W,The Sun Also Rises,,Unabridged edition
OL979819M,OL15660W,The magic of you,,
OL29670386M,OL17519668W,Sheikh's Prize,,
OL40314718M,OL20901884W,The Things We Leave Unfinished,TikTok Made Me Buy It a Heart-Wrenching and Emotional Romance from the Bestselling Author,
OL23214808M,OL5686935W,HOUSEKEEPER AT HIS BECK AND CALL,Kept For His Pleasure,
OL24260781M,OL5686935W,Housekeeper at His Beck and Call,,
OL38269276M,OL3457673W,The Chain of Destiny,,
OL29127339M,OL3457673W,The Chain of Destiny,,
OL9477327M,OL3457673W,The Chain of Destiny,,
OL9783882M,OL3457673W,The Chain of Destiny (Betty Neels Large Print Collection),,Large Print Ed edition
OL17375341M,OL3457673W,The chain of destiny,,Large print ed.
OL9486780M,OL3457673W,The Chain of Destiny,,The Best of Betty Neels
OL14977254M,OL4342701W,Confirmed bachelor,,
OL29151910M,OL3771299W,A Woman of Passion,,
OL10739110M,OL3771299W,A Woman of Passion,,
OL24224290M,OL3771299W,A woman of passion,,1st North American publication.
OL17443046M,OL3771299W,A woman of passion,,
OL15304120M,OL4342724W,Love match.,,
OL9381276M,OL4342724W,Love Match,,
OL48136747M,OL82374W,Dead until Dark,,
OL33356340M,OL82374W,Dead until Dark,,
OL33386875M,OL82374W,Dead until Dark,,
OL33426573M,OL82374W,Dead until Dark,,
OL26074917M,OL82374W,Dead Until Dark,,
OL24087486M,OL82374W,Dead Until Dark (Original MM Art) (Sookie Stackhouse/True Blood),,
OL23731539M,OL82374W,Dead until dark,,Ace hardcover ed.
OL24365062M,OL82374W,dead until dark,,
OL9309955M,OL82374W,Dead Until Dark,,
OL10738416M,OL6918872W,The Winter Heart,,
OL29107560M,OL15183864W,Sicilian's Baby Bargain,,
OL24315860M,OL15183864W,The Sicilian's Baby Bargain,,
OL28982108M,OL3475959W,By Royal Demand,,
OL29155372M,OL17519668W,Sheikh's Prize,,
OL28764915M,OL17519668W,Sheikh's Prize,,
